solvai_error_rank,molecule_id,molecule_name,canonical_smiles,functional_group_family,scaffold,delta_g_pimd8,delta_g_classical_arrow,heavy_atom_count,molecular_weight,hbd,hba,tpsa,logp,rotatable_bonds,delta_g_exp,delta_g_solvai,solvai_absolute_error,delta_g_structure_only,structure_only_absolute_error,absolute_error_improvement,pimd8_absolute_error,solvai_signed_error,pimd8_signed_error,solvai_pimd8_error_same_direction,pimd8_more_accurate,solvai_large_pimd8_small,aromatic_ring_count,ring_count,larger_aromatic_posthoc,repeat_mean_prediction,repeat_prediction_sd,repeat_mean_absolute_error,repeat_max_absolute_error
60,DNJIEGIFACGWOD-UHFFFAOYSA-N,EthaneThiol,CCS,Thiols,ACYCLIC::thiols,-1.67,-2.18,3,62.137,1,1,0.0,0.9360999999999999,0,-1.24,-1.171267484567901,0.06873251543209902,-0.9908366600529092,0.24916333994709083,0.18043082451499182,0.42999999999999994,0.06873251543209902,-0.42999999999999994,False,False,False,0,0,False,-1.160691077601411,0.013792452345197508,0.07930892239858896,0.09539815035273325
61,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,Propane,CCC,Alkanes,ACYCLIC::alkanes,1.962,1.3045,3,44.096999999999994,0,0,0.0,1.4163,0,1.9598,1.8912625813492079,0.0685374186507921,1.977806145502643,0.01800614550264301,-0.05053127314814909,0.0021999999999999797,-0.0685374186507921,0.0021999999999999797,False,True,False,0,0,False,1.8675210477954152,0.043126083552542584,0.09227895220458486,0.16212251565255764
62,VGGSQFUCUMXWEO-UHFFFAOYSA-N,Ethene,C=C,Alkenes,ACYCLIC::alkenes,1.47,0.99,2,28.053999999999995,0,0,0.0,0.8022,0,1.28,1.2166915317460303,0.06330846825396974,1.1083101902557304,0.17168980974426962,0.10838134149029988,0.18999999999999995,-0.06330846825396974,0.18999999999999995,False,False,False,0,0,False,1.1982167726631385,0.02626523207566987,0.08178322733686158,0.12085319268077699
63,OTMSDBZUPAUEDD-UHFFFAOYSA-N,Ethane,CC,Alkanes,ACYCLIC::alkanes,1.9103,1.3703,2,30.07,0,0,0.0,1.0262,0,1.7925,1.8556583346560842,0.06315833465608423,1.8288016538800713,0.03630165388007134,-0.026856680776012887,0.11780000000000013,0.06315833465608423,0.11780000000000013,True,False,False,0,0,False,1.847233675529101,0.039026733890101716,0.054733675529101064,0.09648674559083026
64,AQIXEPGDORPWBJ-UHFFFAOYSA-N,3-Pentanol,CCC(O)CC,Alcohols,ACYCLIC::alcohols,-4.2,-5.71,6,88.15,1,1,20.23,1.1673,2,-4.35,-4.290406062610231,0.059593937389768925,-4.3060106922398615,0.0439893077601381,-0.015604629629630828,0.14999999999999947,0.059593937389768925,0.14999999999999947,True,False,False,0,0,False,-4.284881750440919,0.023123586395336335,0.06511824955908078,0.0998781305114651
65,YXFVVABEGXRONW-UHFFFAOYSA-N,Toluene,Cc1ccccc1,Aromatics,c1ccccc1,-0.9943,-1.7225,7,92.14099999999999,0,0,0.0,1.99502,0,-0.89,-0.9494184193121687,0.059418419312168735,-0.9051042438271604,0.015104243827160357,-0.04431417548500838,0.10429999999999995,-0.059418419312168735,-0.10429999999999995,True,False,False,1,1,False,-0.9375479695767194,0.005598762280326439,0.04754796957671943,0.05271002645502654
66,KAESVJOAVNADME-UHFFFAOYSA-N,Pyrrole,c1cc[nH]c1,Heterorings,c1cc[nH]c1,-4.17,-4.72,5,67.091,1,0,15.79,1.0147,0,-4.8,-4.854100304232805,0.05410030423280521,-5.198042802028213,0.39804280202821296,0.34394249779540775,0.6299999999999999,-0.05410030423280521,0.6299999999999999,False,False,False,1,1,False,-5.023616213844795,0.0964063836389243,0.22361621384479538,0.3569456900352721
67,DKPFZGUDAPQIHT-UHFFFAOYSA-N,ButylAcetate,CCCCOC(C)=O,Esters,ACYCLIC::esters,-2.477,-3.4002,8,116.15999999999998,0,2,26.3,1.3496000000000001,3,-2.55,-2.600607517636686,0.05060751763668625,-2.562008763227514,0.012008763227514319,-0.03859875440917193,0.07299999999999995,-0.05060751763668625,0.07299999999999995,False,False,False,0,0,False,-2.593633780864199,0.015638416589878298,0.043633780864199334,0.06278113977072497
68,BTANRVKWQNVYAZ-UHFFFAOYSA-N,2-Butanol,CCC(C)O,Alcohols,ACYCLIC::alcohols,-4.66,-5.99,5,74.12299999999999,1,1,20.23,0.7771999999999999,1,-4.58,-4.529601752645505,0.050398247354495496,-4.485528681657848,0.09447131834215217,0.04407307098765667,0.08000000000000007,0.050398247354495496,-0.08000000000000007,False,False,False,0,0,False,-4.555562572751321,0.015765932893190577,0.024437427248678922,0.049164693562611994
69,QMMFVYPAHWMCMS-UHFFFAOYSA-N,DiMethylSulfide,CSC,Sulfides,ACYCLIC::sulfides,-1.7,-2.13,3,62.137,0,1,0.0,0.9792,0,-1.54,-1.490816360229276,0.04918363977072393,-1.4926657186948835,0.04733428130511652,-0.0018493584656074091,0.15999999999999992,0.04918363977072393,-0.15999999999999992,False,False,False,0,0,False,-1.4673131287477934,0.03023903645229712,0.07268687125220655,0.11618132275132553
70,KBPLFHHGFOOTCA-UHFFFAOYSA-N,Octanol,CCCCCCCCO,Alcohols,ACYCLIC::alcohols,-3.87,-5.49,9,130.23100000000002,1,1,20.23,2.3392000000000013,6,-4.09,-4.044837444885357,0.04516255511464262,-3.8932586419752973,0.1967413580247026,0.15157880291005998,0.21999999999999975,0.04516255511464262,0.21999999999999975,True,False,False,0,0,False,-4.033541388888885,0.005564638039924061,0.05645861111111437,0.0650375992063541
71,JYVLIDXNZAXMDK-UHFFFAOYSA-N,2-Pentanol,CCCC(C)O,Alcohols,ACYCLIC::alcohols,-4.47,-6.07,6,88.14999999999999,1,1,20.23,1.1673,2,-4.39,-4.348597288359787,0.04140271164021225,-4.341917361111108,0.04808263888889197,0.006679927248679718,0.08000000000000007,0.04140271164021225,-0.08000000000000007,False,False,False,0,0,False,-4.358014548059964,0.013020523056485598,0.031985451940035145,0.041775925925925605
72,WQAQPCDUOCURKW-UHFFFAOYSA-N,1-Butanethiol,CCCCS,Thiols,ACYCLIC::thiols,-1.49,-2.14,5,90.19099999999999,1,1,0.0,1.7163,2,-0.99,-0.9523405643738977,0.0376594356261023,-0.7796063461199304,0.2103936538800696,0.1727342182539673,0.5,0.0376594356261023,-0.5,False,False,False,0,0,False,-0.9448960886243386,0.011764077931923904,0.04510391137566143,0.056524821428571514
73,DLFVBJFMPXGRIB-UHFFFAOYSA-N,Acetamide,CC(N)=O,Amides,ACYCLIC::amides,-9.6468,-10.5778,4,59.068,1,1,43.09,-0.5084000000000002,0,-9.71,-9.672832649911813,0.037167350088187945,-9.795799228395056,0.0857992283950555,0.04863187830686755,0.06320000000000014,0.037167350088187945,0.06320000000000014,True,False,False,0,0,False,-9.71589662698413,0.03756852288129963,0.030216335978837706,0.05329799382716516
74,TVMXDCGIABBOFY-UHFFFAOYSA-N,Octane,CCCCCCCC,Alkanes,ACYCLIC::alkanes,2.8366,1.6265,8,114.232,0,0,0.0,3.3668000000000022,5,2.8919,2.9272952777777768,0.035395277777776624,2.83479989638448,0.057100103615520315,0.02170482583774369,0.05530000000000035,0.035395277777776624,-0.05530000000000035,False,False,False,0,0,False,2.9278210345238094,0.010274972755270523,0.03592103452380942,0.04766631481481376
75,LCGLNKUTAGEVQW-UHFFFAOYSA-N,DiMethylEther,COC,Ethers,ACYCLIC::ethers,-2.2813,-2.7798,3,46.069,0,1,9.23,0.26260000000000006,0,-1.91,-1.883407750000002,0.026592249999997986,-2.2486025462962993,0.3386025462962994,0.3120102962963014,0.37129999999999996,0.026592249999997986,-0.37129999999999996,False,False,False,0,0,False,-1.901069399823633,0.036417956390574456,0.027818578483245027,0.04696018959435566
76,QQZOPKMRPOGIEB-UHFFFAOYSA-N,hexa2none,CCCCC(C)=O,Ketones,ACYCLIC::ketones,-3.4831,-3.9748,7,100.16099999999999,0,1,17.07,1.7656,3,-3.28,-3.2538938822751327,0.02610611772486715,-3.0866328593474415,0.19336714065255833,0.16726102292769118,0.20310000000000006,0.02610611772486715,-0.20310000000000006,False,False,False,0,0,False,-3.247426031746032,0.02069160229364704,0.032573968253967946,0.061197111992943753
77,RTZKZFJDLAIYFH-UHFFFAOYSA-N,DiethylEther,CCOCC,Ethers,ACYCLIC::ethers,-1.8523,-2.7015,5,74.123,0,1,9.23,1.0428000000000002,2,-1.75,-1.7736435405643738,0.02364354056437379,-1.679843981481482,0.07015601851851794,0.04651247795414415,0.10230000000000006,-0.02364354056437379,-0.10230000000000006,True,False,False,0,0,False,-1.741788267372134,0.017426604652104778,0.014687875485008961,0.030071267636683885
78,XBDQKXXYIPTUBI-UHFFFAOYSA-N,propionicacid,CCC(=O)O,Acids,ACYCLIC::acids,-6.2059,-6.7004,5,74.079,1,1,37.3,0.481,1,-6.46,-6.481625507054667,0.021625507054666926,-6.4404672178130475,0.019532782186952424,-0.0020927248677145016,0.2541000000000002,-0.021625507054666926,0.2541000000000002,False,False,False,0,0,False,-6.4988951344797155,0.042125036383974135,0.04623640873015624,0.09052835097001477
79,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,Biphenyl,c1ccc(-c2ccccc2)cc1,Aromatics,c1ccc(-c2ccccc2)cc1,-2.7874,-3.8341,12,154.21199999999996,0,0,0.0,3.353600000000001,1,-2.66,-2.6811379739858894,0.021137973985889236,-2.8036555886243377,0.14365558862433758,0.12251761463844835,0.12739999999999974,-0.021137973985889236,-0.12739999999999974,True,False,False,2,2,True,-2.703795394620811,0.03851243521569775,0.05124893077601449,0.07686863977072278
80,LRHPLDYGYMQRHN-UHFFFAOYSA-N,1-Butanol,CCCCO,Alcohols,ACYCLIC::alcohols,-4.66,-5.57,5,74.12299999999999,1,1,20.23,0.7787999999999999,2,-4.72,-4.702045480599647,0.01795451940035253,-4.6335854056437435,0.0864145943562562,0.06846007495590367,0.05999999999999961,0.01795451940035253,0.05999999999999961,True,False,False,0,0,False,-4.730599182098766,0.02314491130639689,0.016777246472662988,0.048608090828921924
81,YKYONYBAUNKHLG-UHFFFAOYSA-N,PropylAcetate,CCCOC(C)=O,Esters,ACYCLIC::esters,-2.7904,-3.5024,7,102.13299999999998,0,2,26.3,0.9595,2,-2.86,-2.8428107032627885,0.017189296737211368,-2.7429108024691398,0.11708919753086011,0.09989990079364874,0.06959999999999988,0.017189296737211368,0.06959999999999988,True,False,False,0,0,False,-2.819992817460318,0.024287595838280544,0.04000718253968163,0.07161343694885192
82,RJUFJBKOKNCXHH-UHFFFAOYSA-N,MethylPropionate,CCC(=O)OC,Esters,ACYCLIC::esters,-3.0303,-3.5534,6,88.106,0,2,26.3,0.5694,1,-2.93,-2.942293639770723,0.01229363977072273,-2.9146040123456793,0.01539598765432082,0.003102347883598089,0.10029999999999983,-0.01229363977072273,-0.10029999999999983,True,False,False,0,0,False,-2.9371718871252215,0.030631859508846566,0.027752566137564827,0.038520557760140406
83,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,buytyraldehyde,CCCC=O,Aldehydes,ACYCLIC::aldehydes,-3.25,-3.7863,5,72.107,0,1,17.07,0.9854,2,-3.18,-3.188818022486776,0.008818022486775767,-3.4585170965608483,0.2785170965608481,0.26969907407407234,0.06999999999999984,-0.008818022486775767,-0.06999999999999984,True,False,False,0,0,False,-3.226870152116404,0.04627643516912082,0.04926564594356364,0.09365740740741035
84,HQABUPZFAYXKJW-UHFFFAOYSA-N,butanamine,CCCCN,Amines,ACYCLIC::amines,-3.96,-5.41,5,73.139,1,1,26.02,0.7452000000000001,2,-4.24,-4.236144091710762,0.003855908289238208,-4.313880599647262,0.07388059964726157,0.07002469135802336,0.28000000000000025,0.003855908289238208,0.28000000000000025,True,False,False,0,0,False,-4.233805802469138,0.00484516525882998,0.006194197530862411,0.013073555996469644
85,VXNZUUAINFGPBY-UHFFFAOYSA-N,But-1-ene,C=CCC,Alkenes,ACYCLIC::alkenes,1.63,0.84,4,56.10799999999999,0,0,0.0,1.5824,1,1.38,1.3768404962522032,0.0031595037477967214,1.3354898842592586,0.04451011574074126,0.04135061199294454,0.25,-0.0031595037477967214,0.25,False,False,False,0,0,False,1.3531662365961192,0.01730367231689373,0.02683376340388066,0.052124974647266065
