candidate_id,name,smiles,canonical_isomeric_smiles,full_inchi_key,connectivity_key,fragment_parent_key,uncharged_parent_key,canonical_tautomer_key,experimental_dg_kcal_mol,temperature_k,hscp_units,standard_state,sign_convention,heavy_atom_count,molecular_weight,n_eligible_measurement_rows,n_independent_source_refs,source_record_ids,source_refs,source_dois,target_scope_compatible,known_registry_conflict,scientifically_eligible,overlap_endpoint_public_1280_exact,overlap_endpoint_public_1280_standardized,overlap_endpoint_arrow_85_exact,overlap_endpoint_arrow_85_standardized,overlap_teacher_combisolv_qm_exact,overlap_teacher_combisolv_qm_standardized,overlap_teacher_abraham_exact,overlap_teacher_abraham_standardized,overlap_teacher_openff_exact,overlap_teacher_openff_standardized,overlap_teacher_gbn2_exact,overlap_teacher_gbn2_standardized,overlap_teacher_molsolv_smd_exact,overlap_teacher_molsolv_smd_standardized,overlap_teacher_confsolv_exact,overlap_teacher_confsolv_standardized,any_endpoint_overlap,any_teacher_source_overlap,endpoint_disjoint_eligible,strict_response_source_disjoint,endpoint_cohort_exclusion_reason
ISAVYTVYFVQUDY,"4-(1,1,3,3-tetramethylbutyl)-phenol",CC(C)(C)CC(C)(C)c1ccc(O)cc1,CC(C)(C)CC(C)(C)c1ccc(O)cc1,ISAVYTVYFVQUDY-UHFFFAOYSA-N,ISAVYTVYFVQUDY,ISAVYTVYFVQUDY,ISAVYTVYFVQUDY,ISAVYTVYFVQUDY,-5.124107462791067,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,15,206.329,1,1,SANDER-12328,1942,10.1016/J.ATMOSENV.2004.05.013,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,
ITXDBGLYYSJNPK,"1,2,3,5-tetrachloro-4-methoxybenzene",COc1c(Cl)cc(Cl)c(Cl)c1Cl,COc1c(Cl)cc(Cl)c(Cl)c1Cl,ITXDBGLYYSJNPK-UHFFFAOYSA-N,ITXDBGLYYSJNPK,ITXDBGLYYSJNPK,ITXDBGLYYSJNPK,ITXDBGLYYSJNPK,-1.2082190270028623,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,245.92,1,1,SANDER-38181,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
IYRWEQXVUNLMAY,carbonyl fluoride,O=C(F)F,O=C(F)F,IYRWEQXVUNLMAY-UHFFFAOYSA-N,IYRWEQXVUNLMAY,IYRWEQXVUNLMAY,IYRWEQXVUNLMAY,IYRWEQXVUNLMAY,-4.008617534330732,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,4,66.006,1,1,SANDER-31922;SANDER-31923,671,10.1007/978-3-642-61445-3_6,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,
JCMNMOBHVPONLD,"1H,1H,2H,2H-perfluorohexan-1-ol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,JCMNMOBHVPONLD-UHFFFAOYSA-N,JCMNMOBHVPONLD,JCMNMOBHVPONLD,JCMNMOBHVPONLD,JCMNMOBHVPONLD,-1.3754506884268412,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,16,264.08699999999993,2,2,SANDER-32175;SANDER-32176;SANDER-32177;SANDER-32178,3939;2993,10.1016/J.HAZL.2022.100070;10.1021/ES060004P,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
JIVCPRHFBFVZQL,"2-bromo-3,4,5-trichloro-1-methoxybenzene",COc1cc(Cl)c(Cl)c(Cl)c1Br,COc1cc(Cl)c(Cl)c(Cl)c1Br,JIVCPRHFBFVZQL-UHFFFAOYSA-N,JIVCPRHFBFVZQL,JIVCPRHFBFVZQL,JIVCPRHFBFVZQL,JIVCPRHFBFVZQL,-1.890157516875148,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,290.371,1,1,SANDER-42154,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
JJUBFBTUBACDHW,"1H,1H,2H,2H-perfluorodecan-1-ol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,JJUBFBTUBACDHW-UHFFFAOYSA-N,JJUBFBTUBACDHW,JJUBFBTUBACDHW,JJUBFBTUBACDHW,JJUBFBTUBACDHW,0.4156874367459304,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,28,464.11499999999984,1,1,SANDER-32219;SANDER-32220;SANDER-32221,3939,10.1016/J.HAZL.2022.100070,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
JLJXMZMKMRQOLN,bis-(hydroxymethyl)-peroxide,OCOOCO,OCOOCO,JLJXMZMKMRQOLN-UHFFFAOYSA-N,JLJXMZMKMRQOLN,JLJXMZMKMRQOLN,JLJXMZMKMRQOLN,JLJXMZMKMRQOLN,-9.60119077400061,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,6,94.066,1,1,SANDER-12979;SANDER-12980,800,10.1021/J100180A051,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,
JPQLLIUTUFJWMH,"1,2,3,5,7,8-hexachloronaphthalene",Clc1cc2c(Cl)cc(Cl)c(Cl)c2c(Cl)c1Cl,Clc1cc2c(Cl)cc(Cl)c(Cl)c2c(Cl)c1Cl,JPQLLIUTUFJWMH-UHFFFAOYSA-N,JPQLLIUTUFJWMH,JPQLLIUTUFJWMH,JPQLLIUTUFJWMH,JPQLLIUTUFJWMH,-4.130581778314352,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,16,334.84399999999994,1,1,SANDER-35255,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
JZBCTZLGKSYRSF,"2-ethyl-3,5-dimethylpyrazine",CCc1ncc(C)nc1C,CCc1ncc(C)nc1C,JZBCTZLGKSYRSF-UHFFFAOYSA-N,JZBCTZLGKSYRSF,JZBCTZLGKSYRSF,JZBCTZLGKSYRSF,JZBCTZLGKSYRSF,-5.261446430439389,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,136.19799999999998,1,1,SANDER-26123,3215,10.1016/J.IJMS.2015.07.015,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
KJRACWZCOVHBQU,2-methoxy-2-methylheptane,CCCCCC(C)(C)OC,CCCCCC(C)(C)OC,KJRACWZCOVHBQU-UHFFFAOYSA-N,KJRACWZCOVHBQU,KJRACWZCOVHBQU,KJRACWZCOVHBQU,KJRACWZCOVHBQU,-0.9181690713424469,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,144.25799999999998,1,1,SANDER-22932,3304,10.1016/J.FLUID.2006.02.022,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
KNUQGVIXAYDSOX,1-nitrooxy-2-butanol,CCC(O)CO[N+](=O)[O-],CCC(O)CO[N+](=O)[O-],KNUQGVIXAYDSOX-UHFFFAOYSA-N,KNUQGVIXAYDSOX,KNUQGVIXAYDSOX,KNUQGVIXAYDSOX,KNUQGVIXAYDSOX,-7.026068370085849,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,135.119,1,1,SANDER-27597;SANDER-27598,548,10.1021/ES960538Y,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
KOCVACNWDMSLBM,vanillyl ethyl ether,CCOCc1ccc(O)c(OC)c1,CCOCc1ccc(O)c(OC)c1,KOCVACNWDMSLBM-UHFFFAOYSA-N,KOCVACNWDMSLBM,KOCVACNWDMSLBM,KOCVACNWDMSLBM,KOCVACNWDMSLBM,-8.195103915206705,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,13,182.219,1,1,SANDER-24517,3723,10.1021/ACS.EST.9B06443,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
KPOZENRUJCHWOA,"1,2,4,5,6-pentachloronaphthalene",Clc1cc(Cl)c2c(Cl)c(Cl)ccc2c1Cl,Clc1cc(Cl)c2c(Cl)c(Cl)ccc2c1Cl,KPOZENRUJCHWOA-UHFFFAOYSA-N,KPOZENRUJCHWOA,KPOZENRUJCHWOA,KPOZENRUJCHWOA,KPOZENRUJCHWOA,-3.4657290661330857,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,15,300.399,1,1,SANDER-35243,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
KSMVNVHUTQZITP,"2,3,7,8-tetrachlorodibenzofuran",Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,KSMVNVHUTQZITP-UHFFFAOYSA-N,KSMVNVHUTQZITP,KSMVNVHUTQZITP,KSMVNVHUTQZITP,KSMVNVHUTQZITP,-4.318006884312718,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,17,305.975,1,1,SANDER-38737,2945,10.1002/ETC.5620121110,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,
KZLMCDNAVVJKPX,"1,3-dichloro-2-methoxybenzene",COc1c(Cl)cccc1Cl,COc1c(Cl)cccc1Cl,KZLMCDNAVVJKPX-UHFFFAOYSA-N,KZLMCDNAVVJKPX,KZLMCDNAVVJKPX,KZLMCDNAVVJKPX,KZLMCDNAVVJKPX,-1.8263879682134756,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,177.02999999999997,1,1,SANDER-38165,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
LBCOXKFWBDTJTF,"1,2,4,7,8-pentachloronaphthalene",Clc1ccc2c(Cl)cc(Cl)c(Cl)c2c1Cl,Clc1ccc2c(Cl)cc(Cl)c(Cl)c2c1Cl,LBCOXKFWBDTJTF-UHFFFAOYSA-N,LBCOXKFWBDTJTF,LBCOXKFWBDTJTF,LBCOXKFWBDTJTF,LBCOXKFWBDTJTF,-3.580763582585761,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,15,300.399,1,1,SANDER-35248,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
LCFKURIJYIJNRU,2-methyl-1-hexanol,CCCCC(C)CO,CCCCC(C)CO,LCFKURIJYIJNRU-UHFFFAOYSA-N,LCFKURIJYIJNRU,LCFKURIJYIJNRU,LCFKURIJYIJNRU,LCFKURIJYIJNRU,-4.410771696363276,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,8,116.20399999999998,1,1,SANDER-10382,2891,10.1021/JE3010535,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
LCHJNNXHVDDVAT,"2-bromo-3,5-dichloro-1-methoxybenzene",COc1cc(Cl)cc(Cl)c1Br,COc1cc(Cl)cc(Cl)c1Br,LCHJNNXHVDDVAT-UHFFFAOYSA-N,LCHJNNXHVDDVAT,LCHJNNXHVDDVAT,LCHJNNXHVDDVAT,LCHJNNXHVDDVAT,-1.9585971639928252,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,255.926,1,1,SANDER-42142,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
LFVCJQWZGDLHSD,guaiacylacetone,COc1cc(CC(C)=O)ccc1O,COc1cc(CC(C)=O)ccc1O,LFVCJQWZGDLHSD-UHFFFAOYSA-N,LFVCJQWZGDLHSD,LFVCJQWZGDLHSD,LFVCJQWZGDLHSD,LFVCJQWZGDLHSD,-10.195632173518485,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,13,180.203,1,1,SANDER-24520,3723,10.1021/ACS.EST.9B06443,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
LFYXNXGVLGKVCJ,2-methylisoborneol,CC1(C)C2CCC1(C)[C@](C)(O)C2,CC1(C)C2CCC1(C)[C@](C)(O)C2,LFYXNXGVLGKVCJ-BOBPJJCASA-N,LFYXNXGVLGKVCJ,LFYXNXGVLGKVCJ,LFYXNXGVLGKVCJ,LFYXNXGVLGKVCJ,-3.197329797674128,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,168.28,1,1,SANDER-11677,3303,10.1021/ES0480264,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
LITCKAVLJAKHOE,"1,4,5,8-tetrachloronaphthalene",Clc1ccc(Cl)c2c(Cl)ccc(Cl)c12,Clc1ccc(Cl)c2c(Cl)ccc(Cl)c12,LITCKAVLJAKHOE-UHFFFAOYSA-N,LITCKAVLJAKHOE,LITCKAVLJAKHOE,LITCKAVLJAKHOE,LITCKAVLJAKHOE,-4.008617534330732,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,14,265.95399999999995,1,1,SANDER-35238,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
LNDQFOSWZJYEIC,PFBHA-butanone,CCC(C)=NOCc1c(F)c(F)c(F)c(F)c1F,CCC(C)=NOCc1c(F)c(F)c(F)c(F)c1F,LNDQFOSWZJYEIC-UHFFFAOYSA-N,LNDQFOSWZJYEIC,LNDQFOSWZJYEIC,LNDQFOSWZJYEIC,LNDQFOSWZJYEIC,-1.4547877990255242,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,18,267.19699999999995,1,1,SANDER-32464,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
MEUKEBNAABNAEX,methyl hydroperoxide,COO,COO,MEUKEBNAABNAEX-UHFFFAOYSA-N,MEUKEBNAABNAEX,MEUKEBNAABNAEX,MEUKEBNAABNAEX,MEUKEBNAABNAEX,-5.281532589579175,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,3,48.041,3,3,SANDER-12939;SANDER-12940;SANDER-12941;SANDER-12942;SANDER-12943,2913;516;311,10.1080/10020070412331344291;10.1021/JP951168N;10.1029/94JD01155,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
MKERQGLKSFEKAE,"1,2,5-trichloro-3-methoxybenzene",OCc1cc(Cl)cc(Cl)c1Cl,OCc1cc(Cl)cc(Cl)c1Cl,MKERQGLKSFEKAE-UHFFFAOYSA-N,MKERQGLKSFEKAE,MKERQGLKSFEKAE,MKERQGLKSFEKAE,MKERQGLKSFEKAE,-1.739527616179039,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,211.475,1,1,SANDER-38169,1524,10.1007/S002160101077,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,preexisting_registry_name_structure_conflict
MMHZKSMAFILONG,"1,2,5-trichloronaphthalene",Clc1ccc2c(Cl)cccc2c1Cl,Clc1ccc2c(Cl)cccc2c1Cl,MMHZKSMAFILONG-UHFFFAOYSA-N,MMHZKSMAFILONG,MMHZKSMAFILONG,MMHZKSMAFILONG,MMHZKSMAFILONG,-3.322844177027064,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,13,231.509,1,1,SANDER-35216,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
MSWVMWGCNZQPIA,1-fluoro-2-propanone,CC(=O)CF,CC(=O)CF,MSWVMWGCNZQPIA-UHFFFAOYSA-N,MSWVMWGCNZQPIA,MSWVMWGCNZQPIA,MSWVMWGCNZQPIA,MSWVMWGCNZQPIA,-4.170539722175125,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,5,76.07,1,1,SANDER-32022,3526,10.1021/JE900711H,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,
MUUDTVDSRYEMBU,"2,4-dibromo-5,6-dichloro-1-methoxybenzene",COc1c(Br)cc(Br)c(Cl)c1Cl,COc1c(Br)cc(Br)c(Cl)c1Cl,MUUDTVDSRYEMBU-UHFFFAOYSA-N,MUUDTVDSRYEMBU,MUUDTVDSRYEMBU,MUUDTVDSRYEMBU,MUUDTVDSRYEMBU,-1.890157516875148,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,334.8219999999999,1,1,SANDER-42166,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
NDZIBNJHNBUHKW,"1,2,3,4,5,6,7-heptachloronaphthalene",Clc1cc2c(Cl)c(Cl)c(Cl)c(Cl)c2c(Cl)c1Cl,Clc1cc2c(Cl)c(Cl)c(Cl)c(Cl)c2c(Cl)c1Cl,NDZIBNJHNBUHKW-UHFFFAOYSA-N,NDZIBNJHNBUHKW,NDZIBNJHNBUHKW,NDZIBNJHNBUHKW,NDZIBNJHNBUHKW,-5.389555367987976,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,17,369.2889999999999,1,1,SANDER-35258,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
NEZWFWIACBUQMN,hydroxymethyl hydroperoxide,OCOO,OCOO,NEZWFWIACBUQMN-UHFFFAOYSA-N,NEZWFWIACBUQMN,NEZWFWIACBUQMN,NEZWFWIACBUQMN,NEZWFWIACBUQMN,-10.366079471748629,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,4,64.04,3,3,SANDER-12973;SANDER-12974;SANDER-12975,516;799;800,10.1021/JP951168N;10.1029/93JD01022;10.1021/J100180A051,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,
NMRPBPVERJPACX,3-octanol,CCCCCC(O)CC,CCCCCC(O)CC,NMRPBPVERJPACX-UHFFFAOYSA-N,NMRPBPVERJPACX,NMRPBPVERJPACX,NMRPBPVERJPACX,NMRPBPVERJPACX,-3.37439710834729,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,130.231,1,1,SANDER-10532,3719,10.1021/ACS.EST.1C07882,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
NMWKWBPNKPGATC,"4,5,6,7-tetrachlorophthalide",O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,NMWKWBPNKPGATC-UHFFFAOYSA-N,NMWKWBPNKPGATC,NMWKWBPNKPGATC,NMWKWBPNKPGATC,NMWKWBPNKPGATC,-6.343123108603918,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,14,271.914,1,1,SANDER-38245,2229,10.1016/0045-6535(89)90482-7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
NQFUSWIGRKFAHK,"2,7,7-trimethyl-3-oxatricyclo[4.1.1.0(2,4)]octane",CC1(C)C2CC3OC3(C)C1C2,CC1(C)C2CC3OC3(C)C1C2,NQFUSWIGRKFAHK-UHFFFAOYSA-N,NQFUSWIGRKFAHK,NQFUSWIGRKFAHK,NQFUSWIGRKFAHK,NQFUSWIGRKFAHK,-2.39561343672259,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,152.237,1,1,SANDER-24137,2462,10.1021/JE980070+,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,
NSKIRYMHNFTRLR,"2,2',4,4',6-pentabromodiphenyl ether",Brc1ccc(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,Brc1ccc(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,NSKIRYMHNFTRLR-UHFFFAOYSA-N,NSKIRYMHNFTRLR,NSKIRYMHNFTRLR,NSKIRYMHNFTRLR,NSKIRYMHNFTRLR,-5.389555367987976,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,18,564.691,4,3,SANDER-41740;SANDER-41741;SANDER-41742;SANDER-41743;SANDER-41744,3683;2564;2468,10.1016/J.ECOENV.2017.07.024;10.1021/JE050308B;10.1016/J.ATMOSENV.2005.05.029,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
NTHGIYFSMNNHSC,3-methyl-1-butanol nitrate,CC(C)CCO[N+](=O)[O-],CC(C)CCO[N+](=O)[O-],NTHGIYFSMNNHSC-UHFFFAOYSA-N,NTHGIYFSMNNHSC,NTHGIYFSMNNHSC,NTHGIYFSMNNHSC,NTHGIYFSMNNHSC,-1.491448044485954,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,133.147,1,1,SANDER-27515,1024,10.1016/S0045-6535(98)00159-3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
NUGDFCWVLOJWOP,PFBHA-decanal,CCCCCCCCCC=NOCc1c(F)c(F)c(F)c(F)c1F,CCCCCCCCCC=NOCc1c(F)c(F)c(F)c(F)c1F,NUGDFCWVLOJWOP-UHFFFAOYSA-N,NUGDFCWVLOJWOP,NUGDFCWVLOJWOP,NUGDFCWVLOJWOP,NUGDFCWVLOJWOP,-2.420829367731348,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,24,351.3589999999999,1,1,SANDER-32468,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
NULBEPOZYDYWOV,syringylacetone,COc1cc(CCC(C)=O)cc(OC)c1O,COc1cc(CCC(C)=O)cc(OC)c1O,NULBEPOZYDYWOV-UHFFFAOYSA-N,NULBEPOZYDYWOV,NULBEPOZYDYWOV,NULBEPOZYDYWOV,NULBEPOZYDYWOV,-12.924126199586958,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,16,224.256,1,1,SANDER-24548,3723,10.1021/ACS.EST.9B06443,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
NVVZEKTVIXIUKW,"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-8-iodooctane",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,NVVZEKTVIXIUKW-UHFFFAOYSA-N,NVVZEKTVIXIUKW,NVVZEKTVIXIUKW,NVVZEKTVIXIUKW,NVVZEKTVIXIUKW,-0.6933271819097218,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,22,473.9979999999999,1,1,SANDER-42502,3939,10.1016/J.HAZL.2022.100070,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,
NWOYYECMNBWCNK,2-bromo-6-chloro-1-methoxybenzene,COc1c(Cl)cccc1Br,COc1c(Cl)cccc1Br,NWOYYECMNBWCNK-UHFFFAOYSA-N,NWOYYECMNBWCNK,NWOYYECMNBWCNK,NWOYYECMNBWCNK,NWOYYECMNBWCNK,-2.1014820530988474,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,221.481,1,1,SANDER-42140,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
OAWAZQITIZDJRB,chlorodifluoroethanoic acid,O=C(O)C(F)(F)Cl,O=C(O)C(F)(F)Cl,OAWAZQITIZDJRB-UHFFFAOYSA-N,OAWAZQITIZDJRB,OAWAZQITIZDJRB,OAWAZQITIZDJRB,OAWAZQITIZDJRB,-7.877817419868301,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,7,130.47700000000003,1,1,SANDER-40509,896,10.1023/A:1005899813756,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
OAYSFAKCFYRCRU,"4-bromo-2,6-dichloro-1-methoxybenzene",COc1c(Cl)cc(Br)cc1Cl,COc1c(Cl)cc(Br)cc1Cl,OAYSFAKCFYRCRU-UHFFFAOYSA-N,OAYSFAKCFYRCRU,OAYSFAKCFYRCRU,OAYSFAKCFYRCRU,OAYSFAKCFYRCRU,-2.010150095313052,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,255.926,2,2,SANDER-42146;SANDER-42147,3118;1524,10.1016/J.CHROMA.2004.12.027;10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
OEBRKCOSUFCWJD,"dimethyl-2,2-dichlorovinyl phosphate",COP(=O)(OC)OC=C(Cl)Cl,COP(=O)(OC)OC=C(Cl)Cl,OEBRKCOSUFCWJD-UHFFFAOYSA-N,OEBRKCOSUFCWJD,OEBRKCOSUFCWJD,OEBRKCOSUFCWJD,OEBRKCOSUFCWJD,-4.971375885474463,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,220.976,2,2,SANDER-44590;SANDER-44591,2438;2229,10.1016/S1352-2310(03)00155-9;10.1016/0045-6535(89)90482-7,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,
