candidate_id,name,smiles,canonical_isomeric_smiles,full_inchi_key,connectivity_key,fragment_parent_key,uncharged_parent_key,canonical_tautomer_key,experimental_dg_kcal_mol,temperature_k,hscp_units,standard_state,sign_convention,heavy_atom_count,molecular_weight,n_eligible_measurement_rows,n_independent_source_refs,source_record_ids,source_refs,source_dois,target_scope_compatible,known_registry_conflict,scientifically_eligible,overlap_endpoint_public_1280_exact,overlap_endpoint_public_1280_standardized,overlap_endpoint_arrow_85_exact,overlap_endpoint_arrow_85_standardized,overlap_teacher_combisolv_qm_exact,overlap_teacher_combisolv_qm_standardized,overlap_teacher_abraham_exact,overlap_teacher_abraham_standardized,overlap_teacher_openff_exact,overlap_teacher_openff_standardized,overlap_teacher_gbn2_exact,overlap_teacher_gbn2_standardized,overlap_teacher_molsolv_smd_exact,overlap_teacher_molsolv_smd_standardized,overlap_teacher_confsolv_exact,overlap_teacher_confsolv_standardized,any_endpoint_overlap,any_teacher_source_overlap,endpoint_disjoint_eligible,strict_response_source_disjoint,endpoint_cohort_exclusion_reason
NSKIRYMHNFTRLR,"2,2',4,4',6-pentabromodiphenyl ether",Brc1ccc(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,Brc1ccc(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,NSKIRYMHNFTRLR-UHFFFAOYSA-N,NSKIRYMHNFTRLR,NSKIRYMHNFTRLR,NSKIRYMHNFTRLR,NSKIRYMHNFTRLR,-5.389555367987976,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,18,564.691,4,3,SANDER-41740;SANDER-41741;SANDER-41742;SANDER-41743;SANDER-41744,3683;2564;2468,10.1016/J.ECOENV.2017.07.024;10.1021/JE050308B;10.1016/J.ATMOSENV.2005.05.029,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
NTHGIYFSMNNHSC,3-methyl-1-butanol nitrate,CC(C)CCO[N+](=O)[O-],CC(C)CCO[N+](=O)[O-],NTHGIYFSMNNHSC-UHFFFAOYSA-N,NTHGIYFSMNNHSC,NTHGIYFSMNNHSC,NTHGIYFSMNNHSC,NTHGIYFSMNNHSC,-1.491448044485954,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,133.147,1,1,SANDER-27515,1024,10.1016/S0045-6535(98)00159-3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
NUGDFCWVLOJWOP,PFBHA-decanal,CCCCCCCCCC=NOCc1c(F)c(F)c(F)c(F)c1F,CCCCCCCCCC=NOCc1c(F)c(F)c(F)c(F)c1F,NUGDFCWVLOJWOP-UHFFFAOYSA-N,NUGDFCWVLOJWOP,NUGDFCWVLOJWOP,NUGDFCWVLOJWOP,NUGDFCWVLOJWOP,-2.420829367731348,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,24,351.3589999999999,1,1,SANDER-32468,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
NULBEPOZYDYWOV,syringylacetone,COc1cc(CCC(C)=O)cc(OC)c1O,COc1cc(CCC(C)=O)cc(OC)c1O,NULBEPOZYDYWOV-UHFFFAOYSA-N,NULBEPOZYDYWOV,NULBEPOZYDYWOV,NULBEPOZYDYWOV,NULBEPOZYDYWOV,-12.924126199586958,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,16,224.256,1,1,SANDER-24548,3723,10.1021/ACS.EST.9B06443,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
NWOYYECMNBWCNK,2-bromo-6-chloro-1-methoxybenzene,COc1c(Cl)cccc1Br,COc1c(Cl)cccc1Br,NWOYYECMNBWCNK-UHFFFAOYSA-N,NWOYYECMNBWCNK,NWOYYECMNBWCNK,NWOYYECMNBWCNK,NWOYYECMNBWCNK,-2.1014820530988474,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,221.481,1,1,SANDER-42140,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
OAWAZQITIZDJRB,chlorodifluoroethanoic acid,O=C(O)C(F)(F)Cl,O=C(O)C(F)(F)Cl,OAWAZQITIZDJRB-UHFFFAOYSA-N,OAWAZQITIZDJRB,OAWAZQITIZDJRB,OAWAZQITIZDJRB,OAWAZQITIZDJRB,-7.877817419868301,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,7,130.47700000000003,1,1,SANDER-40509,896,10.1023/A:1005899813756,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
OAYSFAKCFYRCRU,"4-bromo-2,6-dichloro-1-methoxybenzene",COc1c(Cl)cc(Br)cc1Cl,COc1c(Cl)cc(Br)cc1Cl,OAYSFAKCFYRCRU-UHFFFAOYSA-N,OAYSFAKCFYRCRU,OAYSFAKCFYRCRU,OAYSFAKCFYRCRU,OAYSFAKCFYRCRU,-2.010150095313052,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,255.926,2,2,SANDER-42146;SANDER-42147,3118;1524,10.1016/J.CHROMA.2004.12.027;10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
OEYKUHBCPJRXGZ,"2-bromo-4,6-dichloro-1-methoxybenzene",COc1c(Cl)cc(Cl)cc1Br,COc1c(Cl)cc(Cl)cc1Br,OEYKUHBCPJRXGZ-UHFFFAOYSA-N,OEYKUHBCPJRXGZ,OEYKUHBCPJRXGZ,OEYKUHBCPJRXGZ,OEYKUHBCPJRXGZ,-1.8973491088834296,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,255.926,2,2,SANDER-42143;SANDER-42144,3118;1524,10.1016/J.CHROMA.2004.12.027;10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
OIHHRLYOSUNYTC,"3-bromo-2,4,6-trichloro-1-methoxybenzene",COc1c(Cl)cc(Cl)c(Br)c1Cl,COc1c(Cl)cc(Cl)c(Br)c1Cl,OIHHRLYOSUNYTC-UHFFFAOYSA-N,OIHHRLYOSUNYTC,OIHHRLYOSUNYTC,OIHHRLYOSUNYTC,OIHHRLYOSUNYTC,-1.9021273169042503,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,290.371,1,1,SANDER-42155,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
OTQFXRBLGNEOGH,"1,3,6,8-tetrachlorodibenzo-$p$-dioxin",Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,OTQFXRBLGNEOGH-UHFFFAOYSA-N,OTQFXRBLGNEOGH,OTQFXRBLGNEOGH,OTQFXRBLGNEOGH,OTQFXRBLGNEOGH,-3.4657290661330857,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,18,321.97399999999993,1,1,SANDER-38984,2537,10.1016/0045-6535(85)90169-9,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
PNLDDSLZYVNPQW,"6-bromo-2,3-dichloro-1-methoxybenzene",COc1c(Br)ccc(Cl)c1Cl,COc1c(Br)ccc(Cl)c1Cl,PNLDDSLZYVNPQW-UHFFFAOYSA-N,PNLDDSLZYVNPQW,PNLDDSLZYVNPQW,PNLDDSLZYVNPQW,PNLDDSLZYVNPQW,-1.9585971639928252,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,255.926,1,1,SANDER-42152,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
PNQBEPDZQUOCNY,trifluoroacetylchloride,O=C(Cl)C(F)(F)F,O=C(Cl)C(F)(F)F,PNQBEPDZQUOCNY-UHFFFAOYSA-N,PNQBEPDZQUOCNY,PNQBEPDZQUOCNY,PNQBEPDZQUOCNY,PNQBEPDZQUOCNY,-2.3128065893225465,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,7,132.46800000000002,1,1,SANDER-40517;SANDER-40518;SANDER-40519,671,10.1007/978-3-642-61445-3_6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
QHTQREMOGMZHJV,S-(4-chlorobenzyl) diethylthiocarbamate,CCN(CC)C(=O)SCc1ccc(Cl)cc1,CCN(CC)C(=O)SCc1ccc(Cl)cc1,QHTQREMOGMZHJV-UHFFFAOYSA-N,QHTQREMOGMZHJV,QHTQREMOGMZHJV,QHTQREMOGMZHJV,QHTQREMOGMZHJV,-5.973688203519483,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,16,257.786,2,2,SANDER-44328;SANDER-44329,2538;2229,10.1584/JPESTICS.18.3_201;10.1016/0045-6535(89)90482-7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
QNPFFCQTVXPCLD,PFBHA-crotonaldehyde,CC=CC=NOCc1c(F)c(F)c(F)c(F)c1F,CC=CC=NOCc1c(F)c(F)c(F)c(F)c1F,QNPFFCQTVXPCLD-UHFFFAOYSA-N,QNPFFCQTVXPCLD,QNPFFCQTVXPCLD,QNPFFCQTVXPCLD,QNPFFCQTVXPCLD,-1.6736281013538763,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,18,265.1809999999999,1,1,SANDER-32471,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
QTGGFXPTAQEODO,MCM:ISOPBOOH,C=CC(C)(CO)OO,C=CC(C)(CO)OO,QTGGFXPTAQEODO-UHFFFAOYSA-N,QTGGFXPTAQEODO,QTGGFXPTAQEODO,QTGGFXPTAQEODO,QTGGFXPTAQEODO,-8.831385160484244,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,8,118.132,1,1,SANDER-13510,3578,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
QUKRIOLKOHUUBM,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl acrylate",C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QUKRIOLKOHUUBM-UHFFFAOYSA-N,QUKRIOLKOHUUBM,QUKRIOLKOHUUBM,QUKRIOLKOHUUBM,QUKRIOLKOHUUBM,-0.6933271819097218,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,32,518.1629999999999,1,1,SANDER-32253,3939,10.1016/J.HAZL.2022.100070,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
RFUGYJHXLQAXOX,"2,6-dibromo-3,4,5-trichloro-1-methoxybenzene",COc1c(Br)c(Cl)c(Cl)c(Cl)c1Br,COc1c(Br)c(Cl)c(Cl)c(Cl)c1Br,RFUGYJHXLQAXOX-UHFFFAOYSA-N,RFUGYJHXLQAXOX,RFUGYJHXLQAXOX,RFUGYJHXLQAXOX,RFUGYJHXLQAXOX,-1.8127670246641712,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,13,369.267,1,1,SANDER-42168,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
RLSQIXNUITTXKZ,PFBHA-octanal,CCCCCCCC=NOCc1c(F)c(F)c(F)c(F)c1F,CCCCCCCC=NOCc1c(F)c(F)c(F)c(F)c1F,RLSQIXNUITTXKZ-UHFFFAOYSA-N,RLSQIXNUITTXKZ,RLSQIXNUITTXKZ,RLSQIXNUITTXKZ,RLSQIXNUITTXKZ,-1.7624653819816083,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,22,323.30499999999995,1,1,SANDER-32467,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
RWRBSYOTDDOXKC,2-pentyl nitrate,CCCC(C)O[N+](=O)[O-],CCCC(C)O[N+](=O)[O-],RWRBSYOTDDOXKC-UHFFFAOYSA-N,RWRBSYOTDDOXKC,RWRBSYOTDDOXKC,RWRBSYOTDDOXKC,RWRBSYOTDDOXKC,-1.3049310688072877,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,133.147,2,2,SANDER-27490;SANDER-27491,1024;541,10.1016/S0045-6535(98)00159-3;10.1007/BF00053611,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
RZXIRSKYBISPGF,"2,2',4,4',5,5'-hexabromodiphenyl ether",Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,RZXIRSKYBISPGF-UHFFFAOYSA-N,RZXIRSKYBISPGF,RZXIRSKYBISPGF,RZXIRSKYBISPGF,RZXIRSKYBISPGF,-5.3893266975985,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,19,643.5870000000001,2,2,SANDER-41803;SANDER-41804,3683;2468,10.1016/J.ECOENV.2017.07.024;10.1016/J.ATMOSENV.2005.05.029,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
SFNAUTSNWPPDSY,"2,3,4,4',5-pentabromodiphenyl ether",Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2Br)cc1,Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2Br)cc1,SFNAUTSNWPPDSY-UHFFFAOYSA-N,SFNAUTSNWPPDSY,SFNAUTSNWPPDSY,SFNAUTSNWPPDSY,SFNAUTSNWPPDSY,-4.41157948966362,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,18,564.6909999999999,2,1,SANDER-41762;SANDER-41763;SANDER-41764,2564,10.1021/JE050308B,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
SJIIFORJBWPNPM,"5-bromo-2,4-dichloro-1-methoxybenzene",COc1cc(Br)c(Cl)cc1Cl,COc1cc(Br)c(Cl)cc1Cl,SJIIFORJBWPNPM-UHFFFAOYSA-N,SJIIFORJBWPNPM,SJIIFORJBWPNPM,SJIIFORJBWPNPM,SJIIFORJBWPNPM,-1.9585971639928252,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,255.926,1,1,SANDER-42151,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
SNGREZUHAYWORS,pentadecafluorooctanoic acid,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SNGREZUHAYWORS-UHFFFAOYSA-N,SNGREZUHAYWORS,SNGREZUHAYWORS,SNGREZUHAYWORS,SNGREZUHAYWORS,-3.4657290661330853,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,25,414.0639999999999,2,2,SANDER-32099;SANDER-32100;SANDER-32101,2816;2566,10.1016/J.ATMOSENV.2008.09.008;10.1021/JE600556D,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
SRMWNTGHXHOWBT,N-methylperfluorooctanesulphonamide,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SRMWNTGHXHOWBT-UHFFFAOYSA-N,SRMWNTGHXHOWBT,SRMWNTGHXHOWBT,SRMWNTGHXHOWBT,SRMWNTGHXHOWBT,-0.0514616827609407,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,30,513.1689999999999,1,1,SANDER-44020,3939,10.1016/J.HAZL.2022.100070,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
SRTQFRQWTUMMTC,PFBHA-methanal,C=NOCc1c(F)c(F)c(F)c(F)c1F,C=NOCc1c(F)c(F)c(F)c(F)c1F,SRTQFRQWTUMMTC-UHFFFAOYSA-N,SRTQFRQWTUMMTC,SRTQFRQWTUMMTC,SRTQFRQWTUMMTC,SRTQFRQWTUMMTC,-2.1805973935431964,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,15,225.11599999999996,1,1,SANDER-32461,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
SVEZPKVUIXAEOX,"4-bromo-3,5-dichloro-1-methoxybenzene",COc1cc(Cl)c(Br)c(Cl)c1,COc1cc(Cl)c(Br)c(Cl)c1,SVEZPKVUIXAEOX-UHFFFAOYSA-N,SVEZPKVUIXAEOX,SVEZPKVUIXAEOX,SVEZPKVUIXAEOX,SVEZPKVUIXAEOX,-1.9585971639928252,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,255.926,1,1,SANDER-42148,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
TXGIGTRUEITPSC,"1H,1H,2H,2H-perfluorohexane sulfonic acid",O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TXGIGTRUEITPSC-UHFFFAOYSA-N,TXGIGTRUEITPSC,TXGIGTRUEITPSC,TXGIGTRUEITPSC,TXGIGTRUEITPSC,-1.4290235246646108,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,19,328.1519999999999,1,1,SANDER-43971,3939,10.1016/J.HAZL.2022.100070,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
UABDVZDYKDIZFO,PFBHA-9-fluorenone,Fc1c(F)c(F)c(CON=C2c3ccccc3-c3ccccc32)c(F)c1F,Fc1c(F)c(F)c(CON=C2c3ccccc3-c3ccccc32)c(F)c1F,UABDVZDYKDIZFO-UHFFFAOYSA-N,UABDVZDYKDIZFO,UABDVZDYKDIZFO,UABDVZDYKDIZFO,UABDVZDYKDIZFO,-1.9585971639928252,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,27,375.296,1,1,SANDER-32474,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
UCASBURGYXMQLW,PFBHA-4-methyl-benzaldehyde,Cc1ccc(C=NOCc2c(F)c(F)c(F)c(F)c2F)cc1,Cc1ccc(C=NOCc2c(F)c(F)c(F)c(F)c2F)cc1,UCASBURGYXMQLW-UHFFFAOYSA-N,UCASBURGYXMQLW,UCASBURGYXMQLW,UCASBURGYXMQLW,UCASBURGYXMQLW,-1.6559406699833308,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,22,315.241,1,1,SANDER-32473,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
UHXUZOCRWCRNSJ,methomyl,CNC(=O)ON=C(C)SC,CNC(=O)ON=C(C)SC,UHXUZOCRWCRNSJ-UHFFFAOYSA-N,UHXUZOCRWCRNSJ,UHXUZOCRWCRNSJ,UHXUZOCRWCRNSJ,UHXUZOCRWCRNSJ,-7.7697946414595,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,162.214,1,1,SANDER-43676,3404,10.1016/J.WATRES.2017.04.074,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
UKSAZCDAGVHMRF,PFBHA-benzaldehyde,Fc1c(F)c(F)c(CON=Cc2ccccc2)c(F)c1F,Fc1c(F)c(F)c(CON=Cc2ccccc2)c(F)c1F,UKSAZCDAGVHMRF-UHFFFAOYSA-N,UKSAZCDAGVHMRF,UKSAZCDAGVHMRF,UKSAZCDAGVHMRF,UKSAZCDAGVHMRF,-1.491448044485954,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,21,301.2139999999999,1,1,SANDER-32472,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
UPNBETHEXPIWQX,"2,4,4'-tribromodiphenyl ether",Brc1ccc(Oc2ccc(Br)cc2Br)cc1,Brc1ccc(Oc2ccc(Br)cc2Br)cc1,UPNBETHEXPIWQX-UHFFFAOYSA-N,UPNBETHEXPIWQX,UPNBETHEXPIWQX,UPNBETHEXPIWQX,UPNBETHEXPIWQX,-3.5448444065774347,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,16,406.899,4,3,SANDER-41635;SANDER-41636;SANDER-41637;SANDER-41638;SANDER-41639,3683;2564;2468,10.1016/J.ECOENV.2017.07.024;10.1021/JE050308B;10.1016/J.ATMOSENV.2005.05.029,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
VEFNQGLEDJPUJF,pentabromomethoxybenzene,COc1c(Br)c(Br)c(Br)c(Br)c1Br,COc1c(Br)c(Br)c(Br)c(Br)c1Br,VEFNQGLEDJPUJF-UHFFFAOYSA-N,VEFNQGLEDJPUJF,VEFNQGLEDJPUJF,VEFNQGLEDJPUJF,VEFNQGLEDJPUJF,-4.630621342972727,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,13,502.62,1,1,SANDER-41500,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
VHNPZYZQKWIWOD,"2,2',4,4',5,6'-hexabromodiphenyl ether",Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,VHNPZYZQKWIWOD-UHFFFAOYSA-N,VHNPZYZQKWIWOD,VHNPZYZQKWIWOD,VHNPZYZQKWIWOD,VHNPZYZQKWIWOD,-5.800177489354709,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,19,643.587,2,2,SANDER-41810;SANDER-41811,3683;2468,10.1016/J.ECOENV.2017.07.024;10.1016/J.ATMOSENV.2005.05.029,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
VIONGDJUYAYOPU,"1H,1H,2H,2H-perfluorooctane sulfonic acid",O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VIONGDJUYAYOPU-UHFFFAOYSA-N,VIONGDJUYAYOPU,VIONGDJUYAYOPU,VIONGDJUYAYOPU,VIONGDJUYAYOPU,-0.9774670142527602,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,25,428.1659999999998,1,1,SANDER-43973,3939,10.1016/J.HAZL.2022.100070,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
VNVBOBJSRGZDCW,PFBHA-ethanedial,Fc1c(F)c(F)c(CON=CC=NOCc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(CON=CC=NOCc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,VNVBOBJSRGZDCW-UHFFFAOYSA-N,VNVBOBJSRGZDCW,VNVBOBJSRGZDCW,VNVBOBJSRGZDCW,VNVBOBJSRGZDCW,-2.1805973935431964,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,30,448.2160000000001,1,1,SANDER-32475,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
VNWPJWLGZUDTBZ,PFBHA-3-hydroxy-3-methyl-2-butanone,CC(=NOCc1c(F)c(F)c(F)c(F)c1F)C(C)(C)O,CC(=NOCc1c(F)c(F)c(F)c(F)c1F)C(C)(C)O,VNWPJWLGZUDTBZ-UHFFFAOYSA-N,VNWPJWLGZUDTBZ,VNWPJWLGZUDTBZ,VNWPJWLGZUDTBZ,VNWPJWLGZUDTBZ,-2.010150095313052,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,20,297.223,1,1,SANDER-32477,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
VVAAXDBMZVCVPA,"1,2,10,11-tetrachloroundecane",ClCC(Cl)CCCCCCCC(Cl)CCl,ClCC(Cl)CCCCCCCC(Cl)CCl,VVAAXDBMZVCVPA-UHFFFAOYSA-N,VVAAXDBMZVCVPA,VVAAXDBMZVCVPA,VVAAXDBMZVCVPA,VVAAXDBMZVCVPA,-3.5448444065774347,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,15,294.093,1,1,SANDER-33683,982,10.1002/ETC.5620170709,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
VXBHNYIEBLRXAW,"1,2,9,10-tetrachlorodecane",ClCC(Cl)CCCCCCC(Cl)CCl,ClCC(Cl)CCCCCCC(Cl)CCl,VXBHNYIEBLRXAW-UHFFFAOYSA-N,VXBHNYIEBLRXAW,VXBHNYIEBLRXAW,VXBHNYIEBLRXAW,VXBHNYIEBLRXAW,-2.9228405979354397,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,14,280.066,1,1,SANDER-33674,982,10.1002/ETC.5620170709,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
