candidate_id,candidate_name,candidate_smiles,source,match_type,match_value,source_row,source_smiles,source_connectivity_key
ZOASGOXWEHUTKZ,methyl propyl sulfide,CCCSC,teacher_combisolv_qm,connectivity_key,ZOASGOXWEHUTKZ,1754,CCCSC,ZOASGOXWEHUTKZ
ZOASGOXWEHUTKZ,methyl propyl sulfide,CCCSC,teacher_combisolv_qm,fragment_parent_key,ZOASGOXWEHUTKZ,1754,CCCSC,ZOASGOXWEHUTKZ
ZOASGOXWEHUTKZ,methyl propyl sulfide,CCCSC,teacher_combisolv_qm,uncharged_parent_key,ZOASGOXWEHUTKZ,1754,CCCSC,ZOASGOXWEHUTKZ
ZOASGOXWEHUTKZ,methyl propyl sulfide,CCCSC,teacher_combisolv_qm,canonical_tautomer_key,ZOASGOXWEHUTKZ,1754,CCCSC,ZOASGOXWEHUTKZ
AAUJSCRITBXDJH,"1,2,6-trichloronaphthalene",Clc1ccc2c(Cl)c(Cl)ccc2c1,teacher_abraham,full_inchi_key,AAUJSCRITBXDJH-UHFFFAOYSA-N,12,Clc1ccc2c(Cl)c(Cl)ccc2c1,AAUJSCRITBXDJH
AAUJSCRITBXDJH,"1,2,6-trichloronaphthalene",Clc1ccc2c(Cl)c(Cl)ccc2c1,teacher_abraham,connectivity_key,AAUJSCRITBXDJH,12,Clc1ccc2c(Cl)c(Cl)ccc2c1,AAUJSCRITBXDJH
AAUJSCRITBXDJH,"1,2,6-trichloronaphthalene",Clc1ccc2c(Cl)c(Cl)ccc2c1,teacher_abraham,fragment_parent_key,AAUJSCRITBXDJH,12,Clc1ccc2c(Cl)c(Cl)ccc2c1,AAUJSCRITBXDJH
AAUJSCRITBXDJH,"1,2,6-trichloronaphthalene",Clc1ccc2c(Cl)c(Cl)ccc2c1,teacher_abraham,uncharged_parent_key,AAUJSCRITBXDJH,12,Clc1ccc2c(Cl)c(Cl)ccc2c1,AAUJSCRITBXDJH
AAUJSCRITBXDJH,"1,2,6-trichloronaphthalene",Clc1ccc2c(Cl)c(Cl)ccc2c1,teacher_abraham,canonical_tautomer_key,AAUJSCRITBXDJH,12,Clc1ccc2c(Cl)c(Cl)ccc2c1,AAUJSCRITBXDJH
ALVPFGSHPUPROW,dipropyl disulfide,CCCSSCCC,teacher_abraham,full_inchi_key,ALVPFGSHPUPROW-UHFFFAOYSA-N,161,CCCSSCCC,ALVPFGSHPUPROW
ALVPFGSHPUPROW,dipropyl disulfide,CCCSSCCC,teacher_abraham,connectivity_key,ALVPFGSHPUPROW,161,CCCSSCCC,ALVPFGSHPUPROW
ALVPFGSHPUPROW,dipropyl disulfide,CCCSSCCC,teacher_abraham,fragment_parent_key,ALVPFGSHPUPROW,161,CCCSSCCC,ALVPFGSHPUPROW
ALVPFGSHPUPROW,dipropyl disulfide,CCCSSCCC,teacher_abraham,uncharged_parent_key,ALVPFGSHPUPROW,161,CCCSSCCC,ALVPFGSHPUPROW
ALVPFGSHPUPROW,dipropyl disulfide,CCCSSCCC,teacher_abraham,canonical_tautomer_key,ALVPFGSHPUPROW,161,CCCSSCCC,ALVPFGSHPUPROW
BAOLNVSMVTYGDA,"1,2,3,4,6-pentachloronaphthalene",Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,teacher_abraham,full_inchi_key,BAOLNVSMVTYGDA-UHFFFAOYSA-N,326,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,BAOLNVSMVTYGDA
BAOLNVSMVTYGDA,"1,2,3,4,6-pentachloronaphthalene",Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,teacher_abraham,connectivity_key,BAOLNVSMVTYGDA,326,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,BAOLNVSMVTYGDA
BAOLNVSMVTYGDA,"1,2,3,4,6-pentachloronaphthalene",Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,teacher_abraham,fragment_parent_key,BAOLNVSMVTYGDA,326,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,BAOLNVSMVTYGDA
BAOLNVSMVTYGDA,"1,2,3,4,6-pentachloronaphthalene",Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,teacher_abraham,uncharged_parent_key,BAOLNVSMVTYGDA,326,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,BAOLNVSMVTYGDA
BAOLNVSMVTYGDA,"1,2,3,4,6-pentachloronaphthalene",Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,teacher_abraham,canonical_tautomer_key,BAOLNVSMVTYGDA,326,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,BAOLNVSMVTYGDA
BAYUSCHCCGXLAY,3′-methoxyacetophenone,COc1cccc(C(C)=O)c1,teacher_abraham,full_inchi_key,BAYUSCHCCGXLAY-UHFFFAOYSA-N,336,COc1cccc(C(C)=O)c1,BAYUSCHCCGXLAY
BAYUSCHCCGXLAY,3′-methoxyacetophenone,COc1cccc(C(C)=O)c1,teacher_abraham,connectivity_key,BAYUSCHCCGXLAY,336,COc1cccc(C(C)=O)c1,BAYUSCHCCGXLAY
BAYUSCHCCGXLAY,3′-methoxyacetophenone,COc1cccc(C(C)=O)c1,teacher_abraham,fragment_parent_key,BAYUSCHCCGXLAY,336,COc1cccc(C(C)=O)c1,BAYUSCHCCGXLAY
BAYUSCHCCGXLAY,3′-methoxyacetophenone,COc1cccc(C(C)=O)c1,teacher_abraham,uncharged_parent_key,BAYUSCHCCGXLAY,336,COc1cccc(C(C)=O)c1,BAYUSCHCCGXLAY
BAYUSCHCCGXLAY,3′-methoxyacetophenone,COc1cccc(C(C)=O)c1,teacher_abraham,canonical_tautomer_key,BAYUSCHCCGXLAY,336,COc1cccc(C(C)=O)c1,BAYUSCHCCGXLAY
BBABSCYTNHOKOG,pentachloromethoxybenzene,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,teacher_abraham,full_inchi_key,BBABSCYTNHOKOG-UHFFFAOYSA-N,340,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,BBABSCYTNHOKOG
BBABSCYTNHOKOG,pentachloromethoxybenzene,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,teacher_abraham,connectivity_key,BBABSCYTNHOKOG,340,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,BBABSCYTNHOKOG
BBABSCYTNHOKOG,pentachloromethoxybenzene,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,teacher_abraham,fragment_parent_key,BBABSCYTNHOKOG,340,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,BBABSCYTNHOKOG
BBABSCYTNHOKOG,pentachloromethoxybenzene,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,teacher_abraham,uncharged_parent_key,BBABSCYTNHOKOG,340,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,BBABSCYTNHOKOG
BBABSCYTNHOKOG,pentachloromethoxybenzene,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,teacher_abraham,canonical_tautomer_key,BBABSCYTNHOKOG,340,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,BBABSCYTNHOKOG
BDFAOUQQXJIZDG,2-methyl-1-propanethiol,CC(C)CS,teacher_abraham,full_inchi_key,BDFAOUQQXJIZDG-UHFFFAOYSA-N,372,CC(C)CS,BDFAOUQQXJIZDG
BDFAOUQQXJIZDG,2-methyl-1-propanethiol,CC(C)CS,teacher_abraham,connectivity_key,BDFAOUQQXJIZDG,372,CC(C)CS,BDFAOUQQXJIZDG
BDFAOUQQXJIZDG,2-methyl-1-propanethiol,CC(C)CS,teacher_abraham,fragment_parent_key,BDFAOUQQXJIZDG,372,CC(C)CS,BDFAOUQQXJIZDG
BDFAOUQQXJIZDG,2-methyl-1-propanethiol,CC(C)CS,teacher_abraham,uncharged_parent_key,BDFAOUQQXJIZDG,372,CC(C)CS,BDFAOUQQXJIZDG
BDFAOUQQXJIZDG,2-methyl-1-propanethiol,CC(C)CS,teacher_abraham,canonical_tautomer_key,BDFAOUQQXJIZDG,372,CC(C)CS,BDFAOUQQXJIZDG
BIVDISPRSYAHQQ,"1,2,4,5-tetrachloronaphthalene",Clc1cc(Cl)c2c(Cl)cccc2c1Cl,teacher_abraham,full_inchi_key,BIVDISPRSYAHQQ-UHFFFAOYSA-N,439,Clc1cc(Cl)c2c(Cl)cccc2c1Cl,BIVDISPRSYAHQQ
BIVDISPRSYAHQQ,"1,2,4,5-tetrachloronaphthalene",Clc1cc(Cl)c2c(Cl)cccc2c1Cl,teacher_abraham,connectivity_key,BIVDISPRSYAHQQ,439,Clc1cc(Cl)c2c(Cl)cccc2c1Cl,BIVDISPRSYAHQQ
BIVDISPRSYAHQQ,"1,2,4,5-tetrachloronaphthalene",Clc1cc(Cl)c2c(Cl)cccc2c1Cl,teacher_abraham,fragment_parent_key,BIVDISPRSYAHQQ,439,Clc1cc(Cl)c2c(Cl)cccc2c1Cl,BIVDISPRSYAHQQ
BIVDISPRSYAHQQ,"1,2,4,5-tetrachloronaphthalene",Clc1cc(Cl)c2c(Cl)cccc2c1Cl,teacher_abraham,uncharged_parent_key,BIVDISPRSYAHQQ,439,Clc1cc(Cl)c2c(Cl)cccc2c1Cl,BIVDISPRSYAHQQ
BIVDISPRSYAHQQ,"1,2,4,5-tetrachloronaphthalene",Clc1cc(Cl)c2c(Cl)cccc2c1Cl,teacher_abraham,canonical_tautomer_key,BIVDISPRSYAHQQ,439,Clc1cc(Cl)c2c(Cl)cccc2c1Cl,BIVDISPRSYAHQQ
BRLQWZUYTZBJKN,(chloromethyl)-oxirane,ClCC1CO1,teacher_abraham,full_inchi_key,BRLQWZUYTZBJKN-UHFFFAOYSA-N,565,ClCC1CO1,BRLQWZUYTZBJKN
BRLQWZUYTZBJKN,(chloromethyl)-oxirane,ClCC1CO1,teacher_abraham,connectivity_key,BRLQWZUYTZBJKN,565,ClCC1CO1,BRLQWZUYTZBJKN
BRLQWZUYTZBJKN,(chloromethyl)-oxirane,ClCC1CO1,teacher_abraham,fragment_parent_key,BRLQWZUYTZBJKN,565,ClCC1CO1,BRLQWZUYTZBJKN
BRLQWZUYTZBJKN,(chloromethyl)-oxirane,ClCC1CO1,teacher_abraham,uncharged_parent_key,BRLQWZUYTZBJKN,565,ClCC1CO1,BRLQWZUYTZBJKN
BRLQWZUYTZBJKN,(chloromethyl)-oxirane,ClCC1CO1,teacher_abraham,canonical_tautomer_key,BRLQWZUYTZBJKN,565,ClCC1CO1,BRLQWZUYTZBJKN
BYGQBDHUGHBGMD,2-methylbutanal,CCC(C)C=O,teacher_abraham,full_inchi_key,BYGQBDHUGHBGMD-UHFFFAOYSA-N,650,CCC(C)C=O,BYGQBDHUGHBGMD
BYGQBDHUGHBGMD,2-methylbutanal,CCC(C)C=O,teacher_abraham,connectivity_key,BYGQBDHUGHBGMD,650,CCC(C)C=O,BYGQBDHUGHBGMD
BYGQBDHUGHBGMD,2-methylbutanal,CCC(C)C=O,teacher_abraham,fragment_parent_key,BYGQBDHUGHBGMD,650,CCC(C)C=O,BYGQBDHUGHBGMD
BYGQBDHUGHBGMD,2-methylbutanal,CCC(C)C=O,teacher_abraham,uncharged_parent_key,BYGQBDHUGHBGMD,650,CCC(C)C=O,BYGQBDHUGHBGMD
BYGQBDHUGHBGMD,2-methylbutanal,CCC(C)C=O,teacher_abraham,canonical_tautomer_key,BYGQBDHUGHBGMD,650,CCC(C)C=O,BYGQBDHUGHBGMD
CICQUFBZCADHHX,"1,5-dichloro-2-methoxybenzene",COc1ccc(Cl)cc1Cl,teacher_abraham,full_inchi_key,CICQUFBZCADHHX-UHFFFAOYSA-N,784,COc1ccc(Cl)cc1Cl,CICQUFBZCADHHX
CICQUFBZCADHHX,"1,5-dichloro-2-methoxybenzene",COc1ccc(Cl)cc1Cl,teacher_abraham,connectivity_key,CICQUFBZCADHHX,784,COc1ccc(Cl)cc1Cl,CICQUFBZCADHHX
CICQUFBZCADHHX,"1,5-dichloro-2-methoxybenzene",COc1ccc(Cl)cc1Cl,teacher_abraham,fragment_parent_key,CICQUFBZCADHHX,784,COc1ccc(Cl)cc1Cl,CICQUFBZCADHHX
CICQUFBZCADHHX,"1,5-dichloro-2-methoxybenzene",COc1ccc(Cl)cc1Cl,teacher_abraham,uncharged_parent_key,CICQUFBZCADHHX,784,COc1ccc(Cl)cc1Cl,CICQUFBZCADHHX
CICQUFBZCADHHX,"1,5-dichloro-2-methoxybenzene",COc1ccc(Cl)cc1Cl,teacher_abraham,canonical_tautomer_key,CICQUFBZCADHHX,784,COc1ccc(Cl)cc1Cl,CICQUFBZCADHHX
CTLMCQOGOWNFHA,"1,2,3,4,5,6-hexachloronaphthalene",Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,teacher_abraham,full_inchi_key,CTLMCQOGOWNFHA-UHFFFAOYSA-N,907,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,CTLMCQOGOWNFHA
CTLMCQOGOWNFHA,"1,2,3,4,5,6-hexachloronaphthalene",Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,teacher_abraham,connectivity_key,CTLMCQOGOWNFHA,907,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,CTLMCQOGOWNFHA
CTLMCQOGOWNFHA,"1,2,3,4,5,6-hexachloronaphthalene",Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,teacher_abraham,fragment_parent_key,CTLMCQOGOWNFHA,907,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,CTLMCQOGOWNFHA
CTLMCQOGOWNFHA,"1,2,3,4,5,6-hexachloronaphthalene",Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,teacher_abraham,uncharged_parent_key,CTLMCQOGOWNFHA,907,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,CTLMCQOGOWNFHA
CTLMCQOGOWNFHA,"1,2,3,4,5,6-hexachloronaphthalene",Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,teacher_abraham,canonical_tautomer_key,CTLMCQOGOWNFHA,907,Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,CTLMCQOGOWNFHA
DKEGCUDAFWNSSO,"1,8-dibromooctane",BrCCCCCCCCBr,teacher_abraham,full_inchi_key,DKEGCUDAFWNSSO-UHFFFAOYSA-N,1134,BrCCCCCCCCBr,DKEGCUDAFWNSSO
DKEGCUDAFWNSSO,"1,8-dibromooctane",BrCCCCCCCCBr,teacher_abraham,connectivity_key,DKEGCUDAFWNSSO,1134,BrCCCCCCCCBr,DKEGCUDAFWNSSO
DKEGCUDAFWNSSO,"1,8-dibromooctane",BrCCCCCCCCBr,teacher_abraham,fragment_parent_key,DKEGCUDAFWNSSO,1134,BrCCCCCCCCBr,DKEGCUDAFWNSSO
DKEGCUDAFWNSSO,"1,8-dibromooctane",BrCCCCCCCCBr,teacher_abraham,uncharged_parent_key,DKEGCUDAFWNSSO,1134,BrCCCCCCCCBr,DKEGCUDAFWNSSO
DKEGCUDAFWNSSO,"1,8-dibromooctane",BrCCCCCCCCBr,teacher_abraham,canonical_tautomer_key,DKEGCUDAFWNSSO,1134,BrCCCCCCCCBr,DKEGCUDAFWNSSO
DWPLEOPKBWNPQV,2′-methoxyacetophenone,COc1ccccc1C(C)=O,teacher_abraham,full_inchi_key,DWPLEOPKBWNPQV-UHFFFAOYSA-N,1286,COc1ccccc1C(C)=O,DWPLEOPKBWNPQV
DWPLEOPKBWNPQV,2′-methoxyacetophenone,COc1ccccc1C(C)=O,teacher_abraham,connectivity_key,DWPLEOPKBWNPQV,1286,COc1ccccc1C(C)=O,DWPLEOPKBWNPQV
DWPLEOPKBWNPQV,2′-methoxyacetophenone,COc1ccccc1C(C)=O,teacher_abraham,fragment_parent_key,DWPLEOPKBWNPQV,1286,COc1ccccc1C(C)=O,DWPLEOPKBWNPQV
DWPLEOPKBWNPQV,2′-methoxyacetophenone,COc1ccccc1C(C)=O,teacher_abraham,uncharged_parent_key,DWPLEOPKBWNPQV,1286,COc1ccccc1C(C)=O,DWPLEOPKBWNPQV
DWPLEOPKBWNPQV,2′-methoxyacetophenone,COc1ccccc1C(C)=O,teacher_abraham,canonical_tautomer_key,DWPLEOPKBWNPQV,1286,COc1ccccc1C(C)=O,DWPLEOPKBWNPQV
DZHZYPCCEISGSQ,"1,3,5-trichloronaphthalene",Clc1cc(Cl)c2cccc(Cl)c2c1,teacher_abraham,full_inchi_key,DZHZYPCCEISGSQ-UHFFFAOYSA-N,1315,Clc1cc(Cl)c2cccc(Cl)c2c1,DZHZYPCCEISGSQ
DZHZYPCCEISGSQ,"1,3,5-trichloronaphthalene",Clc1cc(Cl)c2cccc(Cl)c2c1,teacher_abraham,connectivity_key,DZHZYPCCEISGSQ,1315,Clc1cc(Cl)c2cccc(Cl)c2c1,DZHZYPCCEISGSQ
DZHZYPCCEISGSQ,"1,3,5-trichloronaphthalene",Clc1cc(Cl)c2cccc(Cl)c2c1,teacher_abraham,fragment_parent_key,DZHZYPCCEISGSQ,1315,Clc1cc(Cl)c2cccc(Cl)c2c1,DZHZYPCCEISGSQ
DZHZYPCCEISGSQ,"1,3,5-trichloronaphthalene",Clc1cc(Cl)c2cccc(Cl)c2c1,teacher_abraham,uncharged_parent_key,DZHZYPCCEISGSQ,1315,Clc1cc(Cl)c2cccc(Cl)c2c1,DZHZYPCCEISGSQ
DZHZYPCCEISGSQ,"1,3,5-trichloronaphthalene",Clc1cc(Cl)c2cccc(Cl)c2c1,teacher_abraham,canonical_tautomer_key,DZHZYPCCEISGSQ,1315,Clc1cc(Cl)c2cccc(Cl)c2c1,DZHZYPCCEISGSQ
FEIKEVSWLMYFFF,"1,2,4,5,8-pentachloronaphthalene",Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,teacher_abraham,full_inchi_key,FEIKEVSWLMYFFF-UHFFFAOYSA-N,1374,Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,FEIKEVSWLMYFFF
FEIKEVSWLMYFFF,"1,2,4,5,8-pentachloronaphthalene",Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,teacher_abraham,connectivity_key,FEIKEVSWLMYFFF,1374,Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,FEIKEVSWLMYFFF
FEIKEVSWLMYFFF,"1,2,4,5,8-pentachloronaphthalene",Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,teacher_abraham,fragment_parent_key,FEIKEVSWLMYFFF,1374,Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,FEIKEVSWLMYFFF
FEIKEVSWLMYFFF,"1,2,4,5,8-pentachloronaphthalene",Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,teacher_abraham,uncharged_parent_key,FEIKEVSWLMYFFF,1374,Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,FEIKEVSWLMYFFF
FEIKEVSWLMYFFF,"1,2,4,5,8-pentachloronaphthalene",Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,teacher_abraham,canonical_tautomer_key,FEIKEVSWLMYFFF,1374,Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,FEIKEVSWLMYFFF
FHUDAMLDXFJHJE,"1,1,1-trifluoro-2-propanone",CC(=O)C(F)(F)F,teacher_abraham,full_inchi_key,FHUDAMLDXFJHJE-UHFFFAOYSA-N,1422,CC(=O)C(F)(F)F,FHUDAMLDXFJHJE
FHUDAMLDXFJHJE,"1,1,1-trifluoro-2-propanone",CC(=O)C(F)(F)F,teacher_abraham,connectivity_key,FHUDAMLDXFJHJE,1422,CC(=O)C(F)(F)F,FHUDAMLDXFJHJE
FHUDAMLDXFJHJE,"1,1,1-trifluoro-2-propanone",CC(=O)C(F)(F)F,teacher_abraham,fragment_parent_key,FHUDAMLDXFJHJE,1422,CC(=O)C(F)(F)F,FHUDAMLDXFJHJE
FHUDAMLDXFJHJE,"1,1,1-trifluoro-2-propanone",CC(=O)C(F)(F)F,teacher_abraham,uncharged_parent_key,FHUDAMLDXFJHJE,1422,CC(=O)C(F)(F)F,FHUDAMLDXFJHJE
FHUDAMLDXFJHJE,"1,1,1-trifluoro-2-propanone",CC(=O)C(F)(F)F,teacher_abraham,canonical_tautomer_key,FHUDAMLDXFJHJE,1422,CC(=O)C(F)(F)F,FHUDAMLDXFJHJE
FLXYIZWPNQYPIT,"1,1,2,2-tetrahydroperfluoro dodecanol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,teacher_abraham,full_inchi_key,FLXYIZWPNQYPIT-UHFFFAOYSA-N,1464,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FLXYIZWPNQYPIT
FLXYIZWPNQYPIT,"1,1,2,2-tetrahydroperfluoro dodecanol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,teacher_abraham,connectivity_key,FLXYIZWPNQYPIT,1464,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FLXYIZWPNQYPIT
FLXYIZWPNQYPIT,"1,1,2,2-tetrahydroperfluoro dodecanol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,teacher_abraham,fragment_parent_key,FLXYIZWPNQYPIT,1464,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FLXYIZWPNQYPIT
FLXYIZWPNQYPIT,"1,1,2,2-tetrahydroperfluoro dodecanol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,teacher_abraham,uncharged_parent_key,FLXYIZWPNQYPIT,1464,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FLXYIZWPNQYPIT
FLXYIZWPNQYPIT,"1,1,2,2-tetrahydroperfluoro dodecanol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,teacher_abraham,canonical_tautomer_key,FLXYIZWPNQYPIT,1464,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FLXYIZWPNQYPIT
FMWLUWPQPKEARP,bromodichloromethane,ClC(Cl)Br,teacher_abraham,full_inchi_key,FMWLUWPQPKEARP-UHFFFAOYSA-N,1476,ClC(Cl)Br,FMWLUWPQPKEARP
FMWLUWPQPKEARP,bromodichloromethane,ClC(Cl)Br,teacher_abraham,connectivity_key,FMWLUWPQPKEARP,1476,ClC(Cl)Br,FMWLUWPQPKEARP
FMWLUWPQPKEARP,bromodichloromethane,ClC(Cl)Br,teacher_abraham,fragment_parent_key,FMWLUWPQPKEARP,1476,ClC(Cl)Br,FMWLUWPQPKEARP
FMWLUWPQPKEARP,bromodichloromethane,ClC(Cl)Br,teacher_abraham,uncharged_parent_key,FMWLUWPQPKEARP,1476,ClC(Cl)Br,FMWLUWPQPKEARP
FMWLUWPQPKEARP,bromodichloromethane,ClC(Cl)Br,teacher_abraham,canonical_tautomer_key,FMWLUWPQPKEARP,1476,ClC(Cl)Br,FMWLUWPQPKEARP
FRQUNVLMWIYOLV,"1,2,3-trichloro-4-methoxybenzene",COc1ccc(Cl)c(Cl)c1Cl,teacher_abraham,full_inchi_key,FRQUNVLMWIYOLV-UHFFFAOYSA-N,1527,COc1ccc(Cl)c(Cl)c1Cl,FRQUNVLMWIYOLV
FRQUNVLMWIYOLV,"1,2,3-trichloro-4-methoxybenzene",COc1ccc(Cl)c(Cl)c1Cl,teacher_abraham,connectivity_key,FRQUNVLMWIYOLV,1527,COc1ccc(Cl)c(Cl)c1Cl,FRQUNVLMWIYOLV
FRQUNVLMWIYOLV,"1,2,3-trichloro-4-methoxybenzene",COc1ccc(Cl)c(Cl)c1Cl,teacher_abraham,fragment_parent_key,FRQUNVLMWIYOLV,1527,COc1ccc(Cl)c(Cl)c1Cl,FRQUNVLMWIYOLV
FRQUNVLMWIYOLV,"1,2,3-trichloro-4-methoxybenzene",COc1ccc(Cl)c(Cl)c1Cl,teacher_abraham,uncharged_parent_key,FRQUNVLMWIYOLV,1527,COc1ccc(Cl)c(Cl)c1Cl,FRQUNVLMWIYOLV
FRQUNVLMWIYOLV,"1,2,3-trichloro-4-methoxybenzene",COc1ccc(Cl)c(Cl)c1Cl,teacher_abraham,canonical_tautomer_key,FRQUNVLMWIYOLV,1527,COc1ccc(Cl)c(Cl)c1Cl,FRQUNVLMWIYOLV
FSPSELPMWGWDRY,3′-methylacetophenone,CC(=O)c1cccc(C)c1,teacher_abraham,full_inchi_key,FSPSELPMWGWDRY-UHFFFAOYSA-N,1532,CC(=O)c1cccc(C)c1,FSPSELPMWGWDRY
FSPSELPMWGWDRY,3′-methylacetophenone,CC(=O)c1cccc(C)c1,teacher_abraham,connectivity_key,FSPSELPMWGWDRY,1532,CC(=O)c1cccc(C)c1,FSPSELPMWGWDRY
FSPSELPMWGWDRY,3′-methylacetophenone,CC(=O)c1cccc(C)c1,teacher_abraham,fragment_parent_key,FSPSELPMWGWDRY,1532,CC(=O)c1cccc(C)c1,FSPSELPMWGWDRY
FSPSELPMWGWDRY,3′-methylacetophenone,CC(=O)c1cccc(C)c1,teacher_abraham,uncharged_parent_key,FSPSELPMWGWDRY,1532,CC(=O)c1cccc(C)c1,FSPSELPMWGWDRY
FSPSELPMWGWDRY,3′-methylacetophenone,CC(=O)c1cccc(C)c1,teacher_abraham,canonical_tautomer_key,FSPSELPMWGWDRY,1532,CC(=O)c1cccc(C)c1,FSPSELPMWGWDRY
FUNUTBJJKQIVSY,"2,4-dichloro-1-methylbenzene",Cc1ccc(Cl)cc1Cl,teacher_abraham,full_inchi_key,FUNUTBJJKQIVSY-UHFFFAOYSA-N,1559,Cc1ccc(Cl)cc1Cl,FUNUTBJJKQIVSY
FUNUTBJJKQIVSY,"2,4-dichloro-1-methylbenzene",Cc1ccc(Cl)cc1Cl,teacher_abraham,connectivity_key,FUNUTBJJKQIVSY,1559,Cc1ccc(Cl)cc1Cl,FUNUTBJJKQIVSY
FUNUTBJJKQIVSY,"2,4-dichloro-1-methylbenzene",Cc1ccc(Cl)cc1Cl,teacher_abraham,fragment_parent_key,FUNUTBJJKQIVSY,1559,Cc1ccc(Cl)cc1Cl,FUNUTBJJKQIVSY
FUNUTBJJKQIVSY,"2,4-dichloro-1-methylbenzene",Cc1ccc(Cl)cc1Cl,teacher_abraham,uncharged_parent_key,FUNUTBJJKQIVSY,1559,Cc1ccc(Cl)cc1Cl,FUNUTBJJKQIVSY
FUNUTBJJKQIVSY,"2,4-dichloro-1-methylbenzene",Cc1ccc(Cl)cc1Cl,teacher_abraham,canonical_tautomer_key,FUNUTBJJKQIVSY,1559,Cc1ccc(Cl)cc1Cl,FUNUTBJJKQIVSY
