pool,pool_index,molecule_id,connectivity_key,canonical_smiles,primary_family,scaffold_key,butina_cluster_0_70
public,79,BTJIUGUIPKRLHP-UHFFFAOYSA-N,BTJIUGUIPKRLHP,O=[N+]([O-])c1ccc(O)cc1,alcohol_or_phenol,c1ccccc1,1017
public,80,BULVZWIRKLYCBC-UHFFFAOYSA-N,BULVZWIRKLYCBC,CCOP(=S)(OCC)SCSCC,sulfide_or_disulfide,ACYCLIC::sulfide_or_disulfide,75
public,81,BVALZCVRLDMXOQ-UHFFFAOYSA-N,BVALZCVRLDMXOQ,CCCCC[N+](=O)[O-],amine,ACYCLIC::amine,89
public,82,BXWNKGSJHAJOGX-UHFFFAOYSA-N,BXWNKGSJHAJOGX,CCCCCCCCCCCCCCCCO,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,3
public,83,BYHDDXPKOZIZRV-UHFFFAOYSA-N,BYHDDXPKOZIZRV,O=C(O)CCCCc1ccccc1,carboxylic_acid,c1ccccc1,15
public,84,BZDJFRTXWQRGJO-UHFFFAOYSA-N,BZDJFRTXWQRGJO,Cc1ccc(N(O)C(=O)c2ccccc2C)cc1,amide,O=C(Nc1ccccc1)c1ccccc1,96
public,85,BZHJMEDXRYGGRV-UHFFFAOYSA-N,BZHJMEDXRYGGRV,C=CCl,alkene_or_diene,ACYCLIC::alkene_or_diene,1016
public,86,BZHMBWZPUJHVEE-UHFFFAOYSA-N,BZHMBWZPUJHVEE,CC(C)CC(C)C,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,1015
public,87,BZLVMXJERCGZMT-UHFFFAOYSA-N,BZLVMXJERCGZMT,COC(C)(C)C,ether,ACYCLIC::ether,1014
public,88,BZTYNSQSZHARAZ-UHFFFAOYSA-N,BZTYNSQSZHARAZ,Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,carbocyclic_aromatic,c1ccc(-c2ccccc2)cc1,74
public,89,CAFAOQIVXSSFSY-UHFFFAOYSA-N,CAFAOQIVXSSFSY,CCOC(C)O,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,1013
public,90,CATSNJVOTSVZJV-UHFFFAOYSA-N,CATSNJVOTSVZJV,CCCCCC(C)=O,ketone,ACYCLIC::ketone,7
public,91,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CAWHJQAVHZEVTJ,Cc1cnccn1,aromatic_heterocycle,c1cnccn1,1012
public,92,CAYGQBVSOZLICD-UHFFFAOYSA-N,CAYGQBVSOZLICD,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,carbocyclic_aromatic,c1ccccc1,1011
public,93,CBENFWSGALASAD-UHFFFAOYSA-N,CBENFWSGALASAD,O=[O+][O-],other,ACYCLIC::other,1010
public,94,CBFCDTFDPHXCNY-UHFFFAOYSA-N,CBFCDTFDPHXCNY,CCCCCCCCCCCCCCCCCCCC,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,1
public,95,CDOSHBSSFJOMGT-UHFFFAOYSA-N,CDOSHBSSFJOMGT,C=CC(C)(O)CCC=C(C)C,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,1009
public,96,CDVNZMKTJIBBBV-UHFFFAOYSA-N,CDVNZMKTJIBBBV,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],carboxylic_acid,c1ccccc1,1008
public,97,CEBKHWWANWSNTI-UHFFFAOYSA-N,CEBKHWWANWSNTI,C#CC(C)(C)O,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,1007
public,98,CEGGECULKVTYMM-UHFFFAOYSA-N,CEGGECULKVTYMM,CC(C)C(=O)CC(=O)C(C)C,ketone,ACYCLIC::ketone,1006
public,99,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,CEOCDNVZRAIOQZ,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,carbocyclic_aromatic,c1ccccc1,1005
public,100,CERQOIWHTDAKMF-UHFFFAOYSA-N,CERQOIWHTDAKMF,C=C(C)C(=O)O,carboxylic_acid,ACYCLIC::carboxylic_acid,1004
public,101,CETBSQOFQKLHHZ-UHFFFAOYSA-N,CETBSQOFQKLHHZ,CCSSCC,sulfide_or_disulfide,ACYCLIC::sulfide_or_disulfide,1003
public,102,CETWDUZRCINIHU-UHFFFAOYSA-N,CETWDUZRCINIHU,CCCCCC(C)O,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,24
public,103,CFKMVGJGLGKFKI-UHFFFAOYSA-N,CFKMVGJGLGKFKI,Cc1cc(O)ccc1Cl,alcohol_or_phenol,c1ccccc1,1002
public,104,CFNJLPHOBMVMNS-UHFFFAOYSA-N,CFNJLPHOBMVMNS,CCCCCOC(=O)CCC,ester,ACYCLIC::ester,71
public,105,CGHIBGNXEGJPQZ-UHFFFAOYSA-N,CGHIBGNXEGJPQZ,C#CCCCC,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,19
public,106,CGIGDMFJXJATDK-UHFFFAOYSA-N,CGIGDMFJXJATDK,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,carboxylic_acid,O=C(c1ccccc1)n1ccc2ccccc21,1001
public,107,CHBUFRFETPYQCI-UHFFFAOYSA-N,CHBUFRFETPYQCI,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N(O)c1ccccc1,amide,O=C(Nc1ccccc1)c1ccccc1,1000
public,108,CHVJITGCYZJHLR-UHFFFAOYSA-N,CHVJITGCYZJHLR,C1=CC=CCC=C1,alkene_or_diene,C1=CC=CCC=C1,47
public,109,CJJOSEISRRTUQB-UHFFFAOYSA-N,CJJOSEISRRTUQB,COP(=S)(OC)SCn1nnc2ccccc2c1=O,aromatic_heterocycle,O=c1[nH]nnc2ccccc12,999
public,110,CKAPSXZOOQJIBF-UHFFFAOYSA-N,CKAPSXZOOQJIBF,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,carbocyclic_aromatic,c1ccccc1,998
public,111,CMCJNODIWQEOAI-UHFFFAOYSA-N,CMCJNODIWQEOAI,CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC,ester,c1ccccc1,2
public,112,CMVQZRLQEOAYSW-UHFFFAOYSA-N,CMVQZRLQEOAYSW,O=[N+]([O-])c1cccc(Cl)c1Cl,amine,c1ccccc1,997
public,113,CMWTZPSULFXXJA-VIFPVBQESA-N,CMWTZPSULFXXJA,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,carboxylic_acid,c1ccc2ccccc2c1,996
public,114,CNMFHDIDIMZHKY-UHFFFAOYSA-N,CNMFHDIDIMZHKY,COC(=O)C(C)(C)C,ester,ACYCLIC::ester,995
public,115,CPJSUEIXXCENMM-UHFFFAOYSA-N,CPJSUEIXXCENMM,CCOc1ccc(NC(C)=O)cc1,amide,c1ccccc1,994
public,116,CQRYARSYNCAZFO-UHFFFAOYSA-N,CQRYARSYNCAZFO,OCc1ccccc1O,alcohol_or_phenol,c1ccccc1,993
public,117,CQUAYTJDLQBXCQ-UHFFFAOYSA-N,CQUAYTJDLQBXCQ,CC1(C)C2=CCCC(C)(C)C23CCC1C3,alkene_or_diene,C1=C2CC3CCC2(CCC1)C3,992
public,118,CRPUJAZIXJMDBK-UHFFFAOYSA-N,CRPUJAZIXJMDBK,C=C1C2CCC(C2)C1(C)C,alkene_or_diene,C=C1CC2CCC1C2,991
public,119,CRSBERNSMYQZNG-UHFFFAOYSA-N,CRSBERNSMYQZNG,C=CCCCCCCCCCC,alkene_or_diene,ACYCLIC::alkene_or_diene,8
public,120,CSHWQDPOILHKBI-UHFFFAOYSA-N,CSHWQDPOILHKBI,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,carbocyclic_aromatic,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,99
public,121,CSKINCSXMLCMAR-UHFFFAOYSA-N,CSKINCSXMLCMAR,CC1CCC2=C1CC1CCC2(C)C1(C)C,alkene_or_diene,C1CC2=C(C1)C1CCC(C2)C1,988
public,122,CTFRWEPMHUGVMM-UHFFFAOYSA-N,CTFRWEPMHUGVMM,COc1c(O)c(OC)c(Cl)c(C=O)c1Cl,aldehyde,c1ccccc1,987
public,123,CTMHWPIWNRWQEG-UHFFFAOYSA-N,CTMHWPIWNRWQEG,CC1=CCCCC1,alkene_or_diene,C1=CCCCC1,986
public,124,CTQNGGLPUBDAKN-UHFFFAOYSA-N,CTQNGGLPUBDAKN,Cc1ccccc1C,carbocyclic_aromatic,c1ccccc1,985
public,125,CTSLUCNDVMMDHG-YFKPBYRVSA-N,CTSLUCNDVMMDHG,CC[C@H](C)n1c(=O)[nH]c(C)c(Br)c1=O,aromatic_heterocycle,O=c1cc[nH]c(=O)[nH]1,984
public,126,CURLTUGMZLYLDI-UHFFFAOYSA-N,CURLTUGMZLYLDI,O=C=O,other,ACYCLIC::other,983
public,127,CUUMXRBKJIDIAY-UHFFFAOYSA-N,CUUMXRBKJIDIAY,CC1=CCC(C(C)C)c2cc(C)ccc21,carbocyclic_aromatic,C1=Cc2ccccc2CC1,982
public,128,CVNOWLNNPYYEOH-UHFFFAOYSA-N,CVNOWLNNPYYEOH,N#Cc1ccc(O)cc1,alcohol_or_phenol,c1ccccc1,980
public,129,CVUGPAFCQJIYDT-UHFFFAOYSA-N,CVUGPAFCQJIYDT,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,carbocyclic_aromatic,c1ccc(Cc2ccccc2)cc1,979
public,130,CVXBEEMKQHEXEN-UHFFFAOYSA-N,CVXBEEMKQHEXEN,CNC(=O)Oc1cccc2ccccc12,amide,c1ccc2ccccc2c1,978
public,131,CWNPOQFCIIFQDM-UHFFFAOYSA-N,CWNPOQFCIIFQDM,O=[N+]([O-])c1cccc(CO)c1,alcohol_or_phenol,c1ccccc1,977
public,132,CWRYPZZKDGJXCA-UHFFFAOYSA-N,CWRYPZZKDGJXCA,c1cc2c3c(cccc3c1)CC2,carbocyclic_aromatic,c1cc2c3c(cccc3c1)CC2,976
public,133,CXENHBSYCFFKJS-UHFFFAOYSA-N,CXENHBSYCFFKJS,C=CC(C)=CCC=C(C)CCC=C(C)C,alkene_or_diene,ACYCLIC::alkene_or_diene,975
public,134,CXOFVDLJLONNDW-UHFFFAOYSA-N,CXOFVDLJLONNDW,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,amide,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,974
public,135,CXOWYJMDMMMMJO-UHFFFAOYSA-N,CXOWYJMDMMMMJO,CCCC(C)(C)C,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,973
public,136,CYFLXLSBHQBMFT-UHFFFAOYSA-N,CYFLXLSBHQBMFT,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,amine,O=S(=O)(Nc1ncco1)c1ccccc1,972
public,137,CYNYIHKIEHGYOZ-UHFFFAOYSA-N,CYNYIHKIEHGYOZ,CCCBr,other,ACYCLIC::other,971
public,138,CYRMSUTZVYGINF-UHFFFAOYSA-N,CYRMSUTZVYGINF,FC(Cl)(Cl)Cl,other,ACYCLIC::other,101
public,139,CYTYCFOTNPOANT-UHFFFAOYSA-N,CYTYCFOTNPOANT,ClC(Cl)=C(Cl)Cl,alkene_or_diene,ACYCLIC::alkene_or_diene,970
public,140,CYXIKYKBLDZZNW-UHFFFAOYSA-N,CYXIKYKBLDZZNW,FC(F)(F)CCl,other,ACYCLIC::other,969
public,141,CZGCEKJOLUNIFY-UHFFFAOYSA-N,CZGCEKJOLUNIFY,O=[N+]([O-])c1ccc(Cl)cc1,amine,c1ccccc1,968
public,142,CZNGTXVOZOWWKM-UHFFFAOYSA-N,CZNGTXVOZOWWKM,COC(=O)c1ccc(Br)cc1,ester,c1ccccc1,967
public,143,DBQGARDMYOMOOS-UHFFFAOYSA-N,DBQGARDMYOMOOS,COC(=O)c1ccc(N(C)C)cc1,ester,c1ccccc1,965
public,144,DBUKZZKLTUXIQM-UHFFFAOYSA-N,DBUKZZKLTUXIQM,COC(=O)c1cc(OC)c(O)c(-c2cc(C(=O)OC)cc(OC)c2O)c1,ester,c1ccc(-c2ccccc2)cc1,964
public,145,DCMURXAZTZQAFB-UHFFFAOYSA-N,DCMURXAZTZQAFB,Clc1ccc(Cl)c(-c2ccccc2Cl)c1,carbocyclic_aromatic,c1ccc(-c2ccccc2)cc1,43
public,146,DDBREPKUVSBGFI-UHFFFAOYSA-N,DDBREPKUVSBGFI,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,amide,O=C1NC(=O)C(c2ccccc2)C(=O)N1,962
public,147,DDIZAANNODHTRB-UHFFFAOYSA-N,DDIZAANNODHTRB,COC(=O)c1ccc(OC)cc1,ester,c1ccccc1,961
public,148,DDMOUSALMHHKOS-UHFFFAOYSA-N,DDMOUSALMHHKOS,FC(F)(Cl)C(F)(F)Cl,other,ACYCLIC::other,960
public,149,DDUIUBPJPOKOMV-UHFFFAOYSA-N,DDUIUBPJPOKOMV,COCCCNc1nc(NC(C)C)nc(SC)n1,ether,c1ncncn1,959
public,150,DEDZSLCZHWTGOR-UHFFFAOYSA-N,DEDZSLCZHWTGOR,CCCC1CCCCC1,saturated_hydrocarbon,C1CCCCC1,93
public,151,DFBKLUNHFCTMDC-RVVFZPGKSA-N,DFBKLUNHFCTMDC,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]4C[C@H]([C@@H]5O[C@H]45)[C@H]3[C@@]1(Cl)C2(Cl)Cl,ether,C1=CC2CC1[C@@H]1[C@@H]3C[C@@H]([C@H]4O[C@@H]34)[C@H]21,957
public,152,DFVXNZOMAOGTBL-UHFFFAOYSA-N,DFVXNZOMAOGTBL,C=C(C)C1CC=C(C)C(OC(=O)CC)C1,ester,C1=CCCCC1,46
public,153,DFXQXFGFOLXAPO-UHFFFAOYSA-N,DFXQXFGFOLXAPO,O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,carboxylic_acid,c1ccccc1,956
public,154,DGCTVLNZTFDPDJ-UHFFFAOYSA-N,DGCTVLNZTFDPDJ,CCC(=O)CC(=O)CC,ketone,ACYCLIC::ketone,954
public,155,DGFBULNMARLFTH-BYPYZUCNSA-N,DGFBULNMARLFTH,C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-],amine,ACYCLIC::amine,953
public,156,DHKHKXVYLBGOIT-UHFFFAOYSA-N,DHKHKXVYLBGOIT,CCOC(C)OCC,ether,ACYCLIC::ether,952
public,157,DHXVGJBLRPWPCS-UHFFFAOYSA-N,DHXVGJBLRPWPCS,C1CCOCC1,ether,C1CCOCC1,59
public,158,DIKBFYAXUHHXCS-UHFFFAOYSA-N,DIKBFYAXUHHXCS,BrC(Br)Br,other,ACYCLIC::other,951
public,159,DIOQZVSQGTUSAI-UHFFFAOYSA-N,DIOQZVSQGTUSAI,CCCCCCCCCC,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,1
public,160,DJHHDLMTUOLVHY-UHFFFAOYSA-N,DJHHDLMTUOLVHY,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,ether,c1ccc2c(c1)Oc1ccccc1O2,950
public,161,DKMROQRQHGEIOW-UHFFFAOYSA-N,DKMROQRQHGEIOW,CCOC(=O)CCC(=O)OCC,ester,ACYCLIC::ester,948
public,162,DKYWVDODHFEZIM-NSHDSACASA-N,DKYWVDODHFEZIM,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,carboxylic_acid,O=C(c1ccccc1)c1ccccc1,947
public,163,DLRJIFUOBPOJNS-UHFFFAOYSA-N,DLRJIFUOBPOJNS,CCOc1ccccc1,ether,c1ccccc1,945
public,164,DMEDOWYXHVUPMO-UHFFFAOYSA-N,DMEDOWYXHVUPMO,O=C(O)Cc1ccc(C(=O)O)cc1,carboxylic_acid,c1ccccc1,944
public,165,DMLAVOWQYNRWNQ-UHFFFAOYSA-N,DMLAVOWQYNRWNQ,c1ccc(N=Nc2ccccc2)cc1,carbocyclic_aromatic,c1ccc(N=Nc2ccccc2)cc1,943
public,166,DOGIHOCMZJUJNR-UHFFFAOYSA-N,DOGIHOCMZJUJNR,CCCCC(C)CCC,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,941
public,167,DOPWUIFVZJEDAV-UHFFFAOYSA-N,DOPWUIFVZJEDAV,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCC,ester,c1ccccc1,2
public,168,DPBLXKKOBLCELK-UHFFFAOYSA-N,DPBLXKKOBLCELK,CCCCCN,amine,ACYCLIC::amine,9
public,169,DPJCXCZTLWNFOH-UHFFFAOYSA-N,DPJCXCZTLWNFOH,Nc1ccccc1[N+](=O)[O-],amine,c1ccccc1,940
public,170,DPLGXGDPPMLJHN-UHFFFAOYSA-N,DPLGXGDPPMLJHN,CC(=O)CCCC(C)C,ketone,ACYCLIC::ketone,87
public,171,DQIHOZJLTDMMSG-UHFFFAOYSA-N,DQIHOZJLTDMMSG,O=C1c2ccccc2C(=O)c2c(NCCO)cccc21,ketone,O=C1c2ccccc2C(=O)c2ccccc21,939
public,172,DQWPFSLDHJDLRL-UHFFFAOYSA-N,DQWPFSLDHJDLRL,CCOP(=O)(OCC)OCC,other,ACYCLIC::other,938
public,173,DSFHXKRFDFROER-UHFFFAOYSA-N,DSFHXKRFDFROER,c1ccc2c(c1)OCCOCCOCCOCCOCCO2,ether,c1ccc2c(c1)OCCOCCOCCOCCOCCO2,20
public,174,DTMRKGRREZAYAP-UHFFFAOYSA-N,DTMRKGRREZAYAP,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,carbocyclic_aromatic,c1ccc(-c2ccccc2)cc1,38
public,175,DUEPRVBVGDRKAG-UHFFFAOYSA-N,DUEPRVBVGDRKAG,CNC(=O)Oc1cccc2c1OC(C)(C)C2,amide,c1ccc2c(c1)CCO2,934
public,176,DURPTKYDGMDSBL-UHFFFAOYSA-N,DURPTKYDGMDSBL,CCCCOCCCC,ether,ACYCLIC::ether,82
public,177,DVBSKQAFCDJNSL-UHFFFAOYSA-N,DVBSKQAFCDJNSL,C=C(C)C1CCC(C)C12CC=C(C)CC2,alkene_or_diene,C1=CCC2(CC1)CCCC2,933
public,178,DVWSXZIHSUZZKJ-UHFFFAOYSA-N,DVWSXZIHSUZZKJ,CCC=CCC=CCC=CCCCCCCCC(=O)OC,ester,ACYCLIC::ester,4
public,179,DWNAQMUDCDVSLT-UHFFFAOYSA-N,DWNAQMUDCDVSLT,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,ester,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,932
public,180,DXBHBZVCASKNBY-UHFFFAOYSA-N,DXBHBZVCASKNBY,c1ccc2cc3c(ccc4ccccc43)cc2c1,carbocyclic_aromatic,c1ccc2cc3c(ccc4ccccc43)cc2c1,931
public,181,DYLPEFGBWGEFBB-UHFFFAOYSA-N,DYLPEFGBWGEFBB,C=C1CCC23CC1C(C)(C)C2CCC3C,alkene_or_diene,C=C1CCC23CCCC2CC1C3,930
public,182,DYONNFFVDNILGI-BYPYZUCNSA-N,DYONNFFVDNILGI,CC[C@H](C)O[N+](=O)[O-],amine,ACYCLIC::amine,929
public,183,DYUWQWMXZHDZOR-UHFFFAOYSA-N,DYUWQWMXZHDZOR,COC(=O)c1ccc(I)cc1,ester,c1ccccc1,928
public,184,DZBUGLKDJFMEHC-UHFFFAOYSA-N,DZBUGLKDJFMEHC,c1ccc2nc3ccccc3cc2c1,aromatic_heterocycle,c1ccc2nc3ccccc3cc2c1,927
public,185,DZGWFCGJZKJUFP-UHFFFAOYSA-N,DZGWFCGJZKJUFP,NCCc1ccc(O)cc1,alcohol_or_phenol,c1ccccc1,926
public,186,DZMDPHNGKBEVRE-UHFFFAOYSA-N,DZMDPHNGKBEVRE,CCCCCCCCl,other,ACYCLIC::other,23
public,187,DZNVIZQPWLDQHI-UHFFFAOYSA-N,DZNVIZQPWLDQHI,CC(C)=CCCC(C)CCOC=O,ester,ACYCLIC::ester,925
public,188,FAMPSKZZVDUYOS-UHFFFAOYSA-N,FAMPSKZZVDUYOS,CC1=CCCC(C)=CCC(C)(C)C=CC1,alkene_or_diene,C1=CCCC=CCCC=CC1,924
public,189,FAXWFCTVSHEODL-UHFFFAOYSA-N,FAXWFCTVSHEODL,Oc1ccc(Br)cc1Br,alcohol_or_phenol,c1ccccc1,923
public,190,FBMQNRKSAWNXBT-UHFFFAOYSA-N,FBMQNRKSAWNXBT,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,ketone,O=C1c2ccccc2C(=O)c2ccccc21,45
public,191,FBPFZTCFMRRESA-KVTDHHQDSA-N,FBPFZTCFMRRESA,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,98
public,192,FDDDEECHVMSUSB-UHFFFAOYSA-N,FDDDEECHVMSUSB,Nc1ccc(S(N)(=O)=O)cc1,amine,c1ccccc1,921
public,193,FGLBSLMDCBOPQK-UHFFFAOYSA-N,FGLBSLMDCBOPQK,CC(C)[N+](=O)[O-],amine,ACYCLIC::amine,917
public,194,FHIVAFMUCKRCQO-UHFFFAOYSA-N,FHIVAFMUCKRCQO,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,aromatic_heterocycle,c1cncnc1,916
public,195,FHLGUOHLUFIAAA-UHFFFAOYSA-N,FHLGUOHLUFIAAA,C=CC(C)(CCC=C(C)C)OC(=O)CCC,ester,ACYCLIC::ester,36
public,196,FIGVVZUWCLSUEI-UHFFFAOYSA-N,FIGVVZUWCLSUEI,CCCCCCCCCCCCCCCCCCCCCCC,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,1
public,197,FIQMHBFVRAXMOP-UHFFFAOYSA-N,FIQMHBFVRAXMOP,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,carbocyclic_aromatic,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,915
public,198,FJBFPHVGVWTDIP-UHFFFAOYSA-N,FJBFPHVGVWTDIP,BrCBr,other,ACYCLIC::other,914
public,199,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN,O=C(O)c1ccc(O)cc1,carboxylic_acid,c1ccccc1,5
public,200,FKNQCJSGGFJEIZ-UHFFFAOYSA-N,FKNQCJSGGFJEIZ,Cc1ccncc1,aromatic_heterocycle,c1ccncc1,913
public,201,FKRCODPIKNYEAC-UHFFFAOYSA-N,FKRCODPIKNYEAC,CCOC(=O)CC,ester,ACYCLIC::ester,912
public,202,FLTJDUOFAQWHDF-UHFFFAOYSA-N,FLTJDUOFAQWHDF,CCCCC(C)(C)C,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,911
public,203,FMKOJHQHASLBPH-UHFFFAOYSA-N,FMKOJHQHASLBPH,CC(C)I,other,ACYCLIC::other,910
public,204,FNAZRRHPUDJQCJ-UHFFFAOYSA-N,FNAZRRHPUDJQCJ,CCCCCCCCCCCCCCCCCCCCC,saturated_hydrocarbon,ACYCLIC::saturated_hydrocarbon,1
public,205,FNEPSTUXZLEUCK-UHFFFAOYSA-N,FNEPSTUXZLEUCK,c1ccc2c(c1)OCCOCCOCCOCCO2,ether,c1ccc2c(c1)OCCOCCOCCOCCO2,20
public,206,FOIBFBMSLDGNHL-UHFFFAOYSA-N,FOIBFBMSLDGNHL,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,ether,c1ccc2c(c1)Oc1ccccc1O2,908
public,207,FPWNLURCHDRMHC-UHFFFAOYSA-N,FPWNLURCHDRMHC,Clc1ccc(-c2ccccc2)cc1,carbocyclic_aromatic,c1ccc(-c2ccccc2)cc1,35
public,208,FRCCEHPWNOQAEU-LDSHLKOWSA-N,FRCCEHPWNOQAEU,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H](Cl)C=C[C@@H]3[C@@]1(Cl)C2(Cl)Cl,alkene_or_diene,C1=C[C@@H]2C3C=CC(C3)[C@@H]2C1,905
public,209,FRDAATYAJDYRNW-UHFFFAOYSA-N,FRDAATYAJDYRNW,CCC(C)(O)CC,alcohol_or_phenol,ACYCLIC::alcohol_or_phenol,904
public,210,FSAVDKDHPDSCTO-XYOKQWHBSA-N,FSAVDKDHPDSCTO,CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,carbocyclic_aromatic,c1ccccc1,903
public,211,FSRZGYRCMPZNJF-UHFFFAOYSA-N,FSRZGYRCMPZNJF,C=C1CCC23C(C)CCC(C(C)C)C2C13,alkene_or_diene,C=C1CCC23CCCCC2C13,902
public,212,FUCYIEXQVQJBKY-UHFFFAOYSA-N,FUCYIEXQVQJBKY,CC1=CC2C(=C(C)CCC2C(C)C)CC1,alkene_or_diene,C1=CC2CCCC=C2CC1,901
public,213,FUIDRYCKEXJNOK-UHFFFAOYSA-N,FUIDRYCKEXJNOK,CC12C=CC(C1)C(C)(C)C2,alkene_or_diene,C1=CC2CCC1C2,900
public,214,FUUHMSUPRUNWRQ-UHFFFAOYSA-N,FUUHMSUPRUNWRQ,COc1cc(Cl)c(Cl)c(Cl)c1Cl,ether,c1ccccc1,899
public,215,FUZZWVXGSFPDMH-UHFFFAOYSA-N,FUZZWVXGSFPDMH,CCCCCC(=O)O,carboxylic_acid,ACYCLIC::carboxylic_acid,27
public,216,FVSKHRXBFJPNKK-UHFFFAOYSA-N,FVSKHRXBFJPNKK,CCC#N,other,ACYCLIC::other,898
public,217,FVWJYYTZTCVBKE-UHFFFAOYSA-N,FVWJYYTZTCVBKE,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,alcohol_or_phenol,C1CCC2C(C1)CCC1C2CCC2C3CCCC3CCC21,897
public,218,FVWMPBZCBZBARQ-UHFFFAOYSA-N,FVWMPBZCBZBARQ,COc1ccc(C(=O)N(O)c2cccc(Cl)c2)cc1,amide,O=C(Nc1ccccc1)c1ccccc1,896
public,219,FXHGMKSSBGDXIY-UHFFFAOYSA-N,FXHGMKSSBGDXIY,CCCCCCC=O,aldehyde,ACYCLIC::aldehyde,16
public,220,FXLOVSHXALFLKQ-UHFFFAOYSA-N,FXLOVSHXALFLKQ,Cc1ccc(C=O)cc1,aldehyde,c1ccccc1,894
public,221,FXNDIJDIPNCZQJ-UHFFFAOYSA-N,FXNDIJDIPNCZQJ,C=C(C)CC(C)(C)C,alkene_or_diene,ACYCLIC::alkene_or_diene,893
public,222,FYGHSUNMUKGBRK-UHFFFAOYSA-N,FYGHSUNMUKGBRK,Cc1cccc(C)c1C,carbocyclic_aromatic,c1ccccc1,892
public,223,FZERHIULMFGESH-UHFFFAOYSA-N,FZERHIULMFGESH,CC(=O)Nc1ccccc1,amide,c1ccccc1,891
public,224,FZXISNSWEXTPMF-UHFFFAOYSA-N,FZXISNSWEXTPMF,CCNc1nc(Cl)nc(NC(C)(C)C)n1,amine,c1ncncn1,41
public,225,GAIBLDCXCZKKJE-UHFFFAOYSA-N,GAIBLDCXCZKKJE,C=C1C=CC(C(C)C)CCC(C)=CCC1,alkene_or_diene,C=C1C=CCCCC=CCC1,890
public,226,GBDZXPJXOMHESU-UHFFFAOYSA-N,GBDZXPJXOMHESU,Clc1ccc(Cl)c(Cl)c1Cl,carbocyclic_aromatic,c1ccccc1,889
public,227,GCTNBVHDRFKLLK-UHFFFAOYSA-N,GCTNBVHDRFKLLK,CC1CCC2(C(C)C)CC12,saturated_hydrocarbon,C1CC2CC2C1,888
