policy,policy_class,validation_status,regime,requested_pimd_fraction,n_pimd,full_pimd_fraction,probe_fraction,probe_success_fraction,mae,normalized_cost,speedup,source_policy,mae_ci_low_95,mae_ci_high_95,probability_mae_below_0_20,cost_basis
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,random_oof,0.3,26,0.3058823529411765,0.0,0.0,0.1789876330560795,0.30588373658347895,3.269215981108853,expected_error_extra,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
PIMD8 + nested ML residual,baseline,fully nested correction,scaffold_holdout,1.0,85,1.0,0.0,0.0,0.2012755957346847,1.0000013836423025,0.999998616359612,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
PIMD8 baseline,baseline,observed labels,scaffold_holdout,1.0,85,1.0,0.0,0.0,0.20483647058823526,1.0,1.0,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Zero-simulation fast model,baseline,strict OOF,scaffold_holdout,0.0,0,0.0,0.0,0.0,0.3098974998935576,1.3836423024463755e-06,722730.1436447344,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,scaffold_holdout,0.01,1,0.0117647058823529,0.8941176470588236,0.8705882352941177,0.305526525835107,0.012155698051796693,82.2659460393715,probe_then_failure_ridge,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,scaffold_holdout,0.02,2,0.0235294117647058,0.8941176470588236,0.8705882352941177,0.2968330822932458,0.023920403934149594,41.80531410560193,probe_then_expected_value_catboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,scaffold_holdout,0.05,4,0.0470588235294117,0.8941176470588236,0.8705882352941177,0.2908765555207817,0.047449815698855494,21.074897452639007,probe_then_expected_value_catboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,scaffold_holdout,0.1,8,0.0941176470588235,0.8941176470588236,0.8705882352941177,0.282295238290519,0.0945086392282673,10.581043258751127,probe_then_expected_value_catboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,scaffold_holdout,0.15,13,0.1529411764705882,0.8941176470588236,0.8705882352941177,0.2672723138166266,0.153332168640032,6.521788668805926,probe_then_risk_rank_ensemble,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,scaffold_holdout,0.2,17,0.2,0.8941176470588236,0.8705882352941177,0.2682517941656075,0.2003909921694438,4.9902442678383165,probe_then_risk_rank_ensemble,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,scaffold_holdout,0.3,26,0.3058823529411765,0.8941176470588236,0.8705882352941177,0.2490894003375144,0.30627334511062027,3.265057230621289,probe_then_expected_value_xgboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,scaffold_holdout,0.01,1,0.0117647058823529,0.8941176470588236,0.8705882352941177,0.3318069630183627,0.012155698051796693,82.2659460393715,,0.25065895053842224,0.4273709563669469,0.0003,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,scaffold_holdout,0.02,2,0.0235294117647058,0.8941176470588236,0.8705882352941177,0.3126371168154371,0.023920403934149594,41.80531410560193,,0.2398955571694988,0.39965771819948626,0.0002,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,scaffold_holdout,0.05,4,0.0470588235294117,0.8941176470588236,0.8705882352941177,0.305118978462612,0.047449815698855494,21.074897452639007,,0.23538592482863277,0.3875843925254392,0.00065,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,scaffold_holdout,0.1,8,0.0941176470588235,0.8941176470588236,0.8705882352941177,0.2961688608279488,0.0945086392282673,10.581043258751127,,0.22578812283011532,0.3780947623206965,0.0017,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,scaffold_holdout,0.15,13,0.1529411764705882,0.8941176470588236,0.8705882352941177,0.3135041798628013,0.153332168640032,6.521788668805926,,0.2344634776658539,0.4077432915164454,0.0009,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,scaffold_holdout,0.2,17,0.2,0.8941176470588236,0.8705882352941177,0.2856384342787999,0.2003909921694438,4.9902442678383165,,0.2142716917511534,0.3696622665277908,0.00745,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,scaffold_holdout,0.3,26,0.3058823529411765,0.8941176470588236,0.8705882352941177,0.3155896076705122,0.30627334511062027,3.265057230621289,,0.23605121453280684,0.4103916643849416,0.00095,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,scaffold_holdout,0.01,1,0.0117647058823529,0.0,0.0,0.2880664386549019,0.011766089524655346,84.99000435994832,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,scaffold_holdout,0.02,2,0.0235294117647058,0.0,0.0,0.2693693495014628,0.023530795407008247,42.497500943047896,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,scaffold_holdout,0.05,4,0.0470588235294117,0.0,0.0,0.2483965805755406,0.04706020717171415,21.249375217392938,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,scaffold_holdout,0.1,8,0.0941176470588235,0.0,0.0,0.2178766235137574,0.09411903070112594,10.624843802052002,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,scaffold_holdout,0.15,13,0.1529411764705882,0.0,0.0,0.1929680493511291,0.15294256011289065,6.538402386241446,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,scaffold_holdout,0.2,17,0.2,0.0,0.0,0.1769749772912072,0.20000138364230247,4.999965409181745,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,scaffold_holdout,0.3,26,0.3058823529411765,0.0,0.0,0.1510709902364953,0.30588373658347895,3.269215981108853,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,scaffold_holdout,0.01,1,0.0117647058823529,0.0,0.0,0.3294206829831931,0.011766089524655346,84.99000435994832,,0.24961187319880962,0.4245457698245326,0.00025,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,scaffold_holdout,0.02,2,0.0235294117647058,0.0,0.0,0.3338644184329285,0.023530795407008247,42.497500943047896,,0.25371509814149507,0.42828877427927087,0.0001,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,scaffold_holdout,0.05,4,0.0470588235294117,0.0,0.0,0.3316124404062337,0.04706020717171415,21.249375217392938,,0.25168600127334106,0.4268981679234108,0.0002,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,scaffold_holdout,0.1,8,0.0941176470588235,0.0,0.0,0.2903532290212928,0.09411903070112594,10.624843802052002,,0.22116407335440072,0.37293694460391835,0.0023,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,scaffold_holdout,0.15,13,0.1529411764705882,0.0,0.0,0.287442441484065,0.15294256011289065,6.538402386241446,,0.21921790049436807,0.37296427315743863,0.00435,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,scaffold_holdout,0.2,17,0.2,0.0,0.0,0.2837335577251725,0.20000138364230247,4.999965409181745,,0.2157551893642369,0.3655997320325909,0.00605,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,scaffold_holdout,0.3,26,0.3058823529411765,0.0,0.0,0.2577187128346778,0.30588373658347895,3.269215981108853,,0.1979154710073863,0.3317176603443907,0.0303,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,scaffold_holdout,0.01,1,0.0117647058823529,0.0,0.0,0.305526525835107,0.011766089524655346,84.99000435994832,,0.23561205092785195,0.38960761001689953,0.0008,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,scaffold_holdout,0.02,2,0.0235294117647058,0.0,0.0,0.3087310026013691,0.023530795407008247,42.497500943047896,,0.23876670582718965,0.3912401852277614,0.00015,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,scaffold_holdout,0.05,4,0.0470588235294117,0.0,0.0,0.305118978462612,0.04706020717171415,21.249375217392938,,0.23546267117053857,0.3874299026554316,0.0007,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,scaffold_holdout,0.1,8,0.0941176470588235,0.0,0.0,0.3109368163448485,0.09411903070112594,10.624843802052002,,0.24105339089698913,0.3952146348152441,0.0003,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,scaffold_holdout,0.15,13,0.1529411764705882,0.0,0.0,0.2977051489059228,0.15294256011289065,6.538402386241446,,0.2253473101807723,0.3836042207452009,0.00245,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,scaffold_holdout,0.2,17,0.2,0.0,0.0,0.2973289173143714,0.20000138364230247,4.999965409181745,,0.2253927373375242,0.3832360863579886,0.0019,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,scaffold_holdout,0.3,26,0.3058823529411765,0.0,0.0,0.2886555646411927,0.30588373658347895,3.269215981108853,,0.21726684606205707,0.37261590045331977,0.0056,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,scaffold_holdout,0.01,1,0.0117647058823529,0.0,0.0,0.305526525835107,0.011766089524655346,84.99000435994832,expected_error_ridge,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,scaffold_holdout,0.02,2,0.0235294117647058,0.0,0.0,0.2996071574777695,0.023530795407008247,42.497500943047896,expected_value_catboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,scaffold_holdout,0.05,4,0.0470588235294117,0.0,0.0,0.2968551545904641,0.04706020717171415,21.249375217392938,expected_value_ridge,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,scaffold_holdout,0.1,8,0.0941176470588235,0.0,0.0,0.2846052552156857,0.09411903070112594,10.624843802052002,expected_value_ridge,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,scaffold_holdout,0.15,13,0.1529411764705882,0.0,0.0,0.2623406972749834,0.15294256011289065,6.538402386241446,expected_value_xgboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,scaffold_holdout,0.2,17,0.2,0.0,0.0,0.2557427212296775,0.20000138364230247,4.999965409181745,expected_value_catboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,scaffold_holdout,0.3,26,0.3058823529411765,0.0,0.0,0.2549841486126433,0.30588373658347895,3.269215981108853,expected_error_xgboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
