molecule_id,partition,repeat,split_seed,fold,complete_three_point_curve
GETQZCLCWQTVFV-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
HQABUPZFAYXKJW-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
QUSNBJAOOMFDIB-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,False
LCGLNKUTAGEVQW-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
RTZKZFJDLAIYFH-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,False
XTHFKEDIFFGKHM-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,False
VNKYTQGIUYNRMY-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,False
IKHGUXGNUITLKF-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
NBBJYMSMWIIQGU-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
CSCPPACGZOOCGX-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
XNLICIUVMPYHGG-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
FDPIMTJIUBPUKL-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
QQZOPKMRPOGIEB-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
QTBSBXVTEAMEQO-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
XBDQKXXYIPTUBI-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
FERIUCNNQQJTOY-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
UHOVQNZJYSORNB-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
UFWIBTONFRDIAS-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
MWPLVEDNUUSJAV-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
IFLREYGFSNHWGE-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
BBEAQIROQSPTKN-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,False
YNPNZTXNASCQKK-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
YXFVVABEGXRONW-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,False
IWDCLRJOBJJRNH-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
RLSSMJSEOOYNOY-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
QWVGKYWNOKOFNN-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
XLYOFNOQVPJJNP-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
OKKJLVBELUTLKV-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
BDERNNFJNOPAEC-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
KFZMGEQAYNKOFK-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,False
LRHPLDYGYMQRHN-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
BTANRVKWQNVYAZ-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,False
DKGAVHZHDRPRBM-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,False
AMQJEAYHLZJPGS-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,False
MSXVEPNJUHWQHW-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
JYVLIDXNZAXMDK-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
AQIXEPGDORPWBJ-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
HPXRVTGHNJAIIH-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,False
KBPLFHHGFOOTCA-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
XEKOWRVHYACXOJ-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
RJUFJBKOKNCXHH-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
YKYONYBAUNKHLG-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
DKPFZGUDAPQIHT-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
DLFVBJFMPXGRIB-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
FXHOOIRPVKKKFG-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
QLNJFJADRCOGBJ-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,False
LSDPWZHWYPCBBB-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
DNJIEGIFACGWOD-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
SUVIGLJNEAMWEG-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,False
WQAQPCDUOCURKW-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
QMMFVYPAHWMCMS-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
LJSQFQKUNVCTIA-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
WXEHBUMAEPOYKP-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
WQOXQRCZOLPYPM-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
ZFRKQXVRDFCRJG-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
RAXXELZNTBOGNW-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
KAESVJOAVNADME-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
JUJWROOIHBZHMG-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
LVZWSLJZHVFIQJ-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
RGSFGYAAUTVSQA-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
XDTMQSROBMDMFD-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
DMEGYFMYUHOHGS-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
NNPPMTNAJDCUHE-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
CRSOQBOWXPBRES-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
VNWKTOKETHGBQD-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
OTMSDBZUPAUEDD-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
IJDNQMDRQITEOD-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
OFBQJSOFQDEBGM-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
VLKZOEOYAKHREP-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
TVMXDCGIABBOFY-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
VGGSQFUCUMXWEO-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
QQONPFPTGQHPMA-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
KAKZBPTYRLMSJV-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
VXNZUUAINFGPBY-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
YWAKXRMUMFPDSH-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
BAVYZALUXZFZLV-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
ROSDSFDQCJNGOL-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
GETQZCLCWQTVFV-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
HQABUPZFAYXKJW-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
QUSNBJAOOMFDIB-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,False
LCGLNKUTAGEVQW-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
RTZKZFJDLAIYFH-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,False
XTHFKEDIFFGKHM-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,False
VNKYTQGIUYNRMY-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,False
IKHGUXGNUITLKF-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
NBBJYMSMWIIQGU-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
CSCPPACGZOOCGX-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
XNLICIUVMPYHGG-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
FDPIMTJIUBPUKL-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
QQZOPKMRPOGIEB-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
QTBSBXVTEAMEQO-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
XBDQKXXYIPTUBI-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
FERIUCNNQQJTOY-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
UHOVQNZJYSORNB-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
UFWIBTONFRDIAS-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
MWPLVEDNUUSJAV-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
IFLREYGFSNHWGE-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
BBEAQIROQSPTKN-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,False
YNPNZTXNASCQKK-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
YXFVVABEGXRONW-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,False
IWDCLRJOBJJRNH-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
RLSSMJSEOOYNOY-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
QWVGKYWNOKOFNN-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
XLYOFNOQVPJJNP-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
OKKJLVBELUTLKV-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
BDERNNFJNOPAEC-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
KFZMGEQAYNKOFK-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,False
LRHPLDYGYMQRHN-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
BTANRVKWQNVYAZ-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,False
DKGAVHZHDRPRBM-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,False
AMQJEAYHLZJPGS-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,False
MSXVEPNJUHWQHW-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
JYVLIDXNZAXMDK-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
AQIXEPGDORPWBJ-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
HPXRVTGHNJAIIH-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,False
KBPLFHHGFOOTCA-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
XEKOWRVHYACXOJ-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
RJUFJBKOKNCXHH-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
YKYONYBAUNKHLG-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
DKPFZGUDAPQIHT-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
DLFVBJFMPXGRIB-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
FXHOOIRPVKKKFG-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
QLNJFJADRCOGBJ-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,False
LSDPWZHWYPCBBB-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
DNJIEGIFACGWOD-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
SUVIGLJNEAMWEG-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,False
WQAQPCDUOCURKW-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
QMMFVYPAHWMCMS-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
LJSQFQKUNVCTIA-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,4,True
WXEHBUMAEPOYKP-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
WQOXQRCZOLPYPM-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,2,True
ZFRKQXVRDFCRJG-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,1,True
RAXXELZNTBOGNW-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
KAESVJOAVNADME-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,3,True
JUJWROOIHBZHMG-UHFFFAOYSA-N,standardized_exclusion_repeat,3,141421.0,0,True
LVZWSLJZHVFIQJ-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
RGSFGYAAUTVSQA-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
XDTMQSROBMDMFD-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
DMEGYFMYUHOHGS-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
NNPPMTNAJDCUHE-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
CRSOQBOWXPBRES-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
VNWKTOKETHGBQD-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
OTMSDBZUPAUEDD-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
IJDNQMDRQITEOD-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
OFBQJSOFQDEBGM-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
VLKZOEOYAKHREP-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
TVMXDCGIABBOFY-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
VGGSQFUCUMXWEO-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
QQONPFPTGQHPMA-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
KAKZBPTYRLMSJV-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
VXNZUUAINFGPBY-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
YWAKXRMUMFPDSH-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
BAVYZALUXZFZLV-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
ROSDSFDQCJNGOL-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
GETQZCLCWQTVFV-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
HQABUPZFAYXKJW-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
QUSNBJAOOMFDIB-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,False
LCGLNKUTAGEVQW-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
RTZKZFJDLAIYFH-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,False
XTHFKEDIFFGKHM-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,False
VNKYTQGIUYNRMY-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,False
IKHGUXGNUITLKF-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
NBBJYMSMWIIQGU-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
CSCPPACGZOOCGX-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
XNLICIUVMPYHGG-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
FDPIMTJIUBPUKL-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
QQZOPKMRPOGIEB-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
QTBSBXVTEAMEQO-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
XBDQKXXYIPTUBI-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
FERIUCNNQQJTOY-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
UHOVQNZJYSORNB-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
UFWIBTONFRDIAS-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
MWPLVEDNUUSJAV-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
IFLREYGFSNHWGE-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
BBEAQIROQSPTKN-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,False
YNPNZTXNASCQKK-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
YXFVVABEGXRONW-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,False
IWDCLRJOBJJRNH-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
RLSSMJSEOOYNOY-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
QWVGKYWNOKOFNN-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
XLYOFNOQVPJJNP-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
OKKJLVBELUTLKV-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
BDERNNFJNOPAEC-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
KFZMGEQAYNKOFK-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,False
LRHPLDYGYMQRHN-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
BTANRVKWQNVYAZ-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,False
DKGAVHZHDRPRBM-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,False
AMQJEAYHLZJPGS-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,False
MSXVEPNJUHWQHW-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
JYVLIDXNZAXMDK-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
AQIXEPGDORPWBJ-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
HPXRVTGHNJAIIH-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,False
KBPLFHHGFOOTCA-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
XEKOWRVHYACXOJ-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
RJUFJBKOKNCXHH-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
YKYONYBAUNKHLG-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
DKPFZGUDAPQIHT-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
DLFVBJFMPXGRIB-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
FXHOOIRPVKKKFG-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
QLNJFJADRCOGBJ-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,False
LSDPWZHWYPCBBB-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
DNJIEGIFACGWOD-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,True
SUVIGLJNEAMWEG-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,0,False
WQAQPCDUOCURKW-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
QMMFVYPAHWMCMS-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
LJSQFQKUNVCTIA-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
WXEHBUMAEPOYKP-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,4,True
WQOXQRCZOLPYPM-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,2,True
ZFRKQXVRDFCRJG-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
RAXXELZNTBOGNW-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,1,True
KAESVJOAVNADME-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
JUJWROOIHBZHMG-UHFFFAOYSA-N,standardized_exclusion_repeat,4,173205.0,3,True
LVZWSLJZHVFIQJ-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
RGSFGYAAUTVSQA-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
XDTMQSROBMDMFD-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
DMEGYFMYUHOHGS-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
NNPPMTNAJDCUHE-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
CRSOQBOWXPBRES-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
VNWKTOKETHGBQD-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
OTMSDBZUPAUEDD-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
IJDNQMDRQITEOD-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
OFBQJSOFQDEBGM-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
VLKZOEOYAKHREP-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
TVMXDCGIABBOFY-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
VGGSQFUCUMXWEO-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
QQONPFPTGQHPMA-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
KAKZBPTYRLMSJV-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
VXNZUUAINFGPBY-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
YWAKXRMUMFPDSH-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
BAVYZALUXZFZLV-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
ROSDSFDQCJNGOL-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
GETQZCLCWQTVFV-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
HQABUPZFAYXKJW-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
QUSNBJAOOMFDIB-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
LCGLNKUTAGEVQW-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
RTZKZFJDLAIYFH-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
XTHFKEDIFFGKHM-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
VNKYTQGIUYNRMY-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,False
IKHGUXGNUITLKF-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
NBBJYMSMWIIQGU-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
CSCPPACGZOOCGX-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
XNLICIUVMPYHGG-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
FDPIMTJIUBPUKL-UHFFFAOYSA-N,standardized_exclusion_zero_arrow,-1,,-1,True
